a0,alpha,n_iter,prior_mean,prior_rho,v,x_id
0.1,1.98,31,0,0.4,2.678611277841252e-07,x
0.1,2.0,31,0,0.4,1.3541943610911613e-07,x
0.1,2.02,30,0,0.4,2.4534820653171266e-07,x
0.1,2.04,30,0,0.4,1.3045017311325455e-07,x
0.1,2.06,29,0,0.4,2.5434451871103436e-07,x
0.1,2.08,29,0,0.4,1.4149588107246756e-07,x
0.1,2.1,28,0,0.4,2.952752831110547e-07,x
0.1,2.12,28,0,0.4,1.7112460322861796e-07,x
0.1,2.14,28,0,0.4,1.0037744504394226e-07,x
0.1,2.16,27,0,0.4,2.2884552236814778e-07,x
0.1,2.18,27,0,0.4,1.3914477152857673e-07,x
0.1,2.2,26,0,0.4,3.3574450952390964e-07,x
0.1,2.22,26,0,0.4,2.1113826603166236e-07,x
0.1,2.24,26,0,0.4,1.3390621464113837e-07,x
0.1,2.2600000000000002,26,0,0.4,8.566937884047205e-08,x
0.1,2.2800000000000002,25,0,0.4,2.2771369576917826e-07,x
0.1,2.3000000000000003,25,0,0.4,1.4999552937712856e-07,x
0.1,2.32,25,0,0.4,9.948124276567143e-08,x
0.1,2.34,24,0,0.4,2.82923911852122e-07,x
0.1,2.36,24,0,0.4,1.9273562663844344e-07,x
0.1,2.38,24,0,0.4,1.3213561851641593e-07,x
0.1,2.4,24,0,0.4,9.11094540337559e-08,x
0.1,2.42,24,0,0.4,6.321157092411235e-08,x
0.1,2.44,23,0,0.4,1.983427834941009e-07,x
0.1,2.46,23,0,0.4,1.4080038373800687e-07,x
0.1,2.48,23,0,0.4,1.0048724759326062e-07,x
0.1,2.5,23,0,0.4,7.204830889403442e-08,x
0.1,2.52,23,0,0.4,5.192212208923742e-08,x
0.1,2.54,22,0,0.4,1.7797770553751186e-07,x
0.1,2.56,22,0,0.4,1.308850091766608e-07,x
0.1,2.58,22,0,0.4,9.666888450013679e-08,x
0.1,2.6,22,0,0.4,7.170834578721371e-08,x
0.1,2.62,22,0,0.4,5.338967257519512e-08,x
0.1,2.64,21,0,0.4,1.983055449035221e-07,x
0.1,2.66,21,0,0.4,1.503905375384662e-07,x
0.1,2.68,21,0,0.4,1.1445713864886962e-07,x
0.1,2.7,21,0,0.4,8.741780469826735e-08,x
0.1,2.72,21,0,0.4,6.698920146648628e-08,x
0.1,2.74,21,0,0.4,5.151796407718546e-08,x
0.1,2.7600000000000002,21,0,0.4,3.973685284368044e-08,x
0.1,2.7800000000000002,20,0,0.4,1.6308369885985496e-07,x
0.1,2.8000000000000003,20,0,0.4,1.278049553069359e-07,x
0.1,2.82,20,0,0.4,1.0046458080171816e-07,x
0.1,2.84,20,0,0.4,7.918988656124719e-08,x
0.1,2.86,20,0,0.4,6.25929019691574e-08,x
0.1,2.88,20,0,0.4,4.960930476530202e-08,x
0.1,2.9,20,0,0.4,3.942977105210145e-08,x
0.1,2.92,20,0,0.4,3.1407144534392766e-08,x
0.1,2.94,19,0,0.4,1.4265172209568918e-07,x
0.1,2.96,19,0,0.4,1.1524224058033325e-07,x
0.1,2.98,19,0,0.4,9.331278199196563e-08,x
0.1,3.0,19,0,0.4,7.572173934806777e-08,x
0.1,0.02,4,0,0.6,0.5999999996613992,x
0.1,0.04,4,0,0.6,0.5999999999390287,x
0.1,0.06,4,0,0.6,0.5999999990604542,x
0.1,0.08,4,0,0.6,0.5999999970090725,x
