N,alpha,n_iter,p_pos,source,v,x_id
1000,1.24,,0.5,mse,0.2652429063565689,x
1000,1.26,16.0,0.5,SE,0.29744421492178147,x
1000,1.26,20.0,0.5,EP,0.3201237130053835,x
1000,1.26,,0.5,mse,0.32179502718650954,x
1000,1.28,17.0,0.5,SE,0.286345161561853,x
1000,1.28,28.0,0.5,EP,0.2994002779135123,x
1000,1.28,,0.5,mse,0.3033471433409984,x
1000,1.3,18.0,0.5,SE,0.27454402069143014,x
1000,1.3,37.0,0.5,EP,0.2540555523376936,x
1000,1.3,,0.5,mse,0.2562099398788798,x
1000,1.32,19.0,0.5,SE,0.263248782845043,x
1000,1.32,25.0,0.5,EP,0.2885493280138195,x
1000,1.32,,0.5,mse,0.24820381575771222,x
1000,1.34,20.0,0.5,SE,0.2496515542034908,x
1000,1.34,21.0,0.5,EP,0.2952653011858756,x
1000,1.34,,0.5,mse,0.26284562150070634,x
1000,1.36,21.0,0.5,SE,0.23758889015853438,x
1000,1.36,24.0,0.5,EP,0.2654633783734999,x
1000,1.36,,0.5,mse,0.2577577252005412,x
1000,1.3800000000000001,23.0,0.5,SE,0.22448395189222656,x
1000,1.3800000000000001,35.0,0.5,EP,0.22084086153440138,x
1000,1.3800000000000001,,0.5,mse,0.24866774983329565,x
1000,1.4000000000000001,26.0,0.5,SE,0.2109698964238147,x
1000,1.4000000000000001,37.0,0.5,EP,0.20725763380324613,x
1000,1.4000000000000001,,0.5,mse,0.22656482959138935,x
1000,1.42,29.0,0.5,SE,0.1950958273008402,x
1000,1.42,29.0,0.5,EP,0.23670150109577293,x
1000,1.42,,0.5,mse,0.2246535286189357,x
1000,1.44,34.0,0.5,SE,0.18010064829347616,x
1000,1.44,79.0,0.5,EP,0.17103256903211136,x
1000,1.44,,0.5,mse,0.16072204522468275,x
1000,1.46,42.0,0.5,SE,0.16191237748053935,x
1000,1.46,50.0,0.5,EP,0.15784871385653967,x
1000,1.46,,0.5,mse,0.17116595997384665,x
1000,1.48,61.0,0.5,SE,0.14027052417427946,x
1000,1.48,31.0,0.5,EP,1e-11,x
1000,1.48,,0.5,mse,1.3864166821612761e-21,x
1000,1.5,57.0,0.5,SE,3.143971715854885e-05,x
1000,1.5,59.0,0.5,EP,9.999999906937087e-12,x
1000,1.5,,0.5,mse,2.6267699303769485e-19,x
1000,1.52,31.0,0.5,SE,5.184833441935765e-07,x
1000,1.52,40.0,0.5,EP,9.999999999999996e-12,x
1000,1.52,,0.5,mse,1.4127483784137812e-21,x
1000,1.54,24.0,0.5,SE,9.999999999885852e-12,x
1000,1.54,73.0,0.5,EP,9.999999999999998e-12,x
1000,1.54,,0.5,mse,3.536366967417205e-21,x
1000,1.56,20.0,0.5,SE,1.973005439497929e-09,x
1000,1.56,145.0,0.5,EP,0.19211609141933628,x
1000,1.56,,0.5,mse,0.22900878252832563,x
1000,1.58,18.0,0.5,SE,9.999999999882965e-12,x
1000,1.58,14.0,0.5,EP,1e-11,x
1000,1.58,,0.5,mse,4.846680624501219e-21,x
1000,1.6,16.0,0.5,SE,9.999999999881519e-12,x
1000,1.6,21.0,0.5,EP,1.6793669422265762e-08,x
1000,1.6,,0.5,mse,2.3014797527289667e-14,x
1000,1.62,15.0,0.5,SE,9.999999999879921e-12,x
1000,1.62,11.0,0.5,EP,1e-11,x
1000,1.62,,0.5,mse,1.458245744833529e-21,x
1000,1.6400000000000001,14.0,0.5,SE,9.999999999878438e-12,x
1000,1.6400000000000001,10.0,0.5,EP,1e-11,x
1000,1.6400000000000001,,0.5,mse,1.2300391773646314e-20,x
1000,1.6600000000000001,13.0,0.5,SE,9.999999999876951e-12,x
1000,1.6600000000000001,12.0,0.5,EP,9.999999999999998e-12,x
1000,1.6600000000000001,,0.5,mse,1.3583401294432017e-21,x
1000,1.68,12.0,0.5,SE,1.481567516665727e-07,x
1000,1.68,12.0,0.5,EP,2.3286190764220803e-11,x
1000,1.68,,0.5,mse,2.6729540846835242e-20,x
1000,1.7,12.0,0.5,SE,9.999999999873987e-12,x
1000,1.7,10.0,0.5,EP,8.29732680580058e-11,x
1000,1.7,,0.5,mse,4.375016182689722e-19,x
1000,1.72,11.0,0.5,SE,4.495390531324311e-08,x
1000,1.72,13.0,0.5,EP,1e-11,x
1000,1.72,,0.5,mse,1.6151489736180437e-21,x
1000,1.74,11.0,0.5,SE,9.999999999871038e-12,x
1000,1.74,11.0,0.5,EP,1e-11,x
1000,1.74,,0.5,mse,2.6211299007345877e-21,x
1000,1.76,10.0,0.5,SE,2.721017269457274e-06,x
1000,1.76,10.0,0.5,EP,1e-11,x
1000,1.76,,0.5,mse,1.720434600314614e-21,x
1000,1.78,10.0,0.5,SE,2.3442256702341143e-10,x
1000,1.78,10.0,0.5,EP,1e-11,x
1000,1.78,,0.5,mse,2.4127238098110827e-20,x
1000,1.8,10.0,0.5,SE,9.99999999986658e-12,x
1000,1.8,13.0,0.5,EP,9.999999999999998e-12,x
1000,1.8,,0.5,mse,1.6804716342953637e-20,x
1000,1.82,9.0,0.5,SE,1.3541578855328057e-05,x
1000,1.82,10.0,0.5,EP,7.546237448083884e-11,x
1000,1.82,,0.5,mse,9.582688384913747e-19,x
1000,1.84,9.0,0.5,SE,1.256126873771952e-07,x
1000,1.84,9.0,0.5,EP,1e-11,x
1000,1.84,,0.5,mse,2.2651476345782126e-21,x
1000,1.86,9.0,0.5,SE,9.999999999862128e-12,x
1000,1.86,9.0,0.5,EP,9.999999999999996e-12,x
1000,1.86,,0.5,mse,3.734503780750566e-21,x
1000,1.8800000000000001,9.0,0.5,SE,9.999999999860649e-12,x
1000,1.8800000000000001,8.0,0.5,EP,1e-11,x
1000,1.8800000000000001,,0.5,mse,8.157114051713568e-21,x
1000,1.9000000000000001,9.0,0.5,SE,9.999999999859165e-12,x
1000,1.9000000000000001,8.0,0.5,EP,9.999999999999996e-12,x
1000,1.9000000000000001,,0.5,mse,4.205997013153966e-21,x
1000,1.92,8.0,0.5,SE,7.086289793630602e-06,x
1000,1.92,9.0,0.5,EP,9.999999999999995e-12,x
1000,1.92,,0.5,mse,4.3462269250616545e-20,x
1000,1.94,8.0,0.5,SE,3.710685244307296e-07,x
1000,1.94,8.0,0.5,EP,1e-11,x
1000,1.94,,0.5,mse,2.7758941779770017e-21,x
1000,1.96,8.0,0.5,SE,3.641341339047052e-09,x
1000,1.96,8.0,0.5,EP,1e-11,x
1000,1.96,,0.5,mse,1.1078039249805748e-20,x
1000,1.98,8.0,0.5,SE,9.999999999853249e-12,x
1000,1.98,9.0,0.5,EP,1e-11,x
1000,1.98,,0.5,mse,1.2493367078541106e-20,x
1000,2.0,8.0,0.5,SE,9.99999999985177e-12,x
1000,2.0,9.0,0.5,EP,9.999999999999996e-12,x
1000,2.0,,0.5,mse,3.3545454555568712e-21,x
1000,0.02,3.0,0.75,SE,0.7414283029206932,x
1000,0.02,5.0,0.75,EP,0.7414662686006758,x
1000,0.02,,0.75,mse,0.7490583581376524,x
1000,0.04,4.0,0.75,SE,0.7328255046831232,x
1000,0.04,5.0,0.75,EP,0.7317158423187942,x
1000,0.04,,0.75,mse,0.7421181818560879,x
1000,0.06,4.0,0.75,SE,0.7241578833664472,x
1000,0.06,5.0,0.75,EP,0.7318007706319882,x
1000,0.06,,0.75,mse,0.7264224279063446,x
1000,0.08,4.0,0.75,SE,0.7154680619317157,x
1000,0.08,5.0,0.75,EP,0.7152903693312023,x
1000,0.08,,0.75,mse,0.7259940814606064,x
1000,0.1,4.0,0.75,SE,0.7068006802656657,x
1000,0.1,6.0,0.75,EP,0.7078296008358137,x
1000,0.1,,0.75,mse,0.7000261202639734,x
1000,0.12,4.0,0.75,SE,0.6980413563484886,x
1000,0.12,6.0,0.75,EP,0.703069260977,x
1000,0.12,,0.75,mse,0.7412218694716265,x
1000,0.14,4.0,0.75,SE,0.6893271858084743,x
1000,0.14,6.0,0.75,EP,0.6925640088899013,x
1000,0.14,,0.75,mse,0.6867267764754185,x
1000,0.16,4.0,0.75,SE,0.6805339030930261,x
1000,0.16,6.0,0.75,EP,0.6759545435057037,x
1000,0.16,,0.75,mse,0.6529513510393199,x
1000,0.18,4.0,0.75,SE,0.6717795895618052,x
1000,0.18,6.0,0.75,EP,0.6774130634405207,x
1000,0.18,,0.75,mse,0.6683749787130154,x
1000,0.2,5.0,0.75,SE,0.6629979967638864,x
1000,0.2,6.0,0.75,EP,0.6729456514233442,x
1000,0.2,,0.75,mse,0.684351524431978,x
1000,0.22,5.0,0.75,SE,0.6541654778013436,x
1000,0.22,6.0,0.75,EP,0.655370126046216,x
1000,0.22,,0.75,mse,0.6528904204412597,x
1000,0.24,5.0,0.75,SE,0.6454686459515172,x
1000,0.24,6.0,0.75,EP,0.6366405897720466,x
1000,0.24,,0.75,mse,0.6006026586877327,x
1000,0.26,5.0,0.75,SE,0.6367565768622988,x
1000,0.26,7.0,0.75,EP,0.6413278855511388,x
1000,0.26,,0.75,mse,0.62088470393693,x
1000,0.28,5.0,0.75,SE,0.6278658105405526,x
1000,0.28,7.0,0.75,EP,0.631395435450959,x
1000,0.28,,0.75,mse,0.5986304466156758,x
1000,0.3,5.0,0.75,SE,0.6191543692131146,x
1000,0.3,7.0,0.75,EP,0.6159674773980371,x
1000,0.3,,0.75,mse,0.6191141084817046,x
1000,0.32,5.0,0.75,SE,0.6103196140439078,x
1000,0.32,7.0,0.75,EP,0.6168226595690985,x
1000,0.32,,0.75,mse,0.6172838667211001,x
1000,0.34,5.0,0.75,SE,0.6015888659423531,x
1000,0.34,7.0,0.75,EP,0.5974859617178659,x
1000,0.34,,0.75,mse,0.5910372515794099,x
1000,0.36,5.0,0.75,SE,0.5928035726683776,x
1000,0.36,8.0,0.75,EP,0.5931232875085709,x
1000,0.36,,0.75,mse,0.6110091484722491,x
1000,0.38,6.0,0.75,SE,0.5840450454049662,x
1000,0.38,8.0,0.75,EP,0.5822638917561402,x
1000,0.38,,0.75,mse,0.5965686090216525,x
1000,0.4,6.0,0.75,SE,0.5752246811387081,x
1000,0.4,8.0,0.75,EP,0.5770084684467764,x
1000,0.4,,0.75,mse,0.6104231800804357,x
1000,0.42,6.0,0.75,SE,0.5663929664975852,x
1000,0.42,8.0,0.75,EP,0.5719244411838184,x
1000,0.42,,0.75,mse,0.594322386416764,x
1000,0.44,6.0,0.75,SE,0.5576405723261953,x
1000,0.44,7.0,0.75,EP,0.5589965659604345,x
1000,0.44,,0.75,mse,0.538513911470662,x
1000,0.46,6.0,0.75,SE,0.5488634410184238,x
1000,0.46,8.0,0.75,EP,0.5453110957903669,x
1000,0.46,,0.75,mse,0.5596236800338656,x
1000,0.48,6.0,0.75,SE,0.5402320255895907,x
1000,0.48,8.0,0.75,EP,0.5356609852729806,x
1000,0.48,,0.75,mse,0.5982764349298306,x
1000,0.5,6.0,0.75,SE,0.5312962835962876,x
1000,0.5,10.0,0.75,EP,0.5188316456579001,x
1000,0.5,,0.75,mse,0.5247781115475211,x
1000,0.52,6.0,0.75,SE,0.5226078305354328,x
1000,0.52,10.0,0.75,EP,0.5265045303237808,x
1000,0.52,,0.75,mse,0.4991982731904243,x
1000,0.54,7.0,0.75,SE,0.5139891011394665,x
1000,0.54,9.0,0.75,EP,0.5155094574481486,x
1000,0.54,,0.75,mse,0.5290212099429824,x
1000,0.56,7.0,0.75,SE,0.505039149783835,x
1000,0.56,10.0,0.75,EP,0.5268727646742253,x
1000,0.56,,0.75,mse,0.557964881024883,x
1000,0.58,7.0,0.75,SE,0.4965663949060065,x
1000,0.58,9.0,0.75,EP,0.481738270811142,x
1000,0.58,,0.75,mse,0.5088172050074831,x
1000,0.6,7.0,0.75,SE,0.48755349167379736,x
1000,0.6,10.0,0.75,EP,0.49116997541506674,x
1000,0.6,,0.75,mse,0.5269305311070072,x
1000,0.62,7.0,0.75,SE,0.4786216782732004,x
1000,0.62,9.0,0.75,EP,0.483241545434979,x
1000,0.62,,0.75,mse,0.4967242895470886,x
1000,0.64,7.0,0.75,SE,0.4702449525181211,x
1000,0.64,12.0,0.75,EP,0.46345362379839183,x
1000,0.64,,0.75,mse,0.4751809798702491,x
1000,0.66,8.0,0.75,SE,0.46131210343490753,x
1000,0.66,10.0,0.75,EP,0.4717441720900106,x
1000,0.66,,0.75,mse,0.5112749108175306,x
1000,0.68,8.0,0.75,SE,0.4526827938292998,x
1000,0.68,11.0,0.75,EP,0.4725858906452523,x
1000,0.68,,0.75,mse,0.4592746245100533,x
1000,0.7000000000000001,8.0,0.75,SE,0.44380945306192626,x
1000,0.7000000000000001,12.0,0.75,EP,0.4442673229007498,x
1000,0.7000000000000001,,0.75,mse,0.4660164408210831,x
1000,0.72,8.0,0.75,SE,0.4351113166957719,x
1000,0.72,11.0,0.75,EP,0.4323103928100503,x
1000,0.72,,0.75,mse,0.5167873648427121,x
1000,0.74,8.0,0.75,SE,0.426351656051594,x
1000,0.74,13.0,0.75,EP,0.4194784432826829,x
1000,0.74,,0.75,mse,0.3797101513156606,x
1000,0.76,8.0,0.75,SE,0.4174398667451148,x
1000,0.76,12.0,0.75,EP,0.42041000313657845,x
1000,0.76,,0.75,mse,0.4646869478455006,x
1000,0.78,9.0,0.75,SE,0.4088107188802214,x
1000,0.78,13.0,0.75,EP,0.3994641184566567,x
1000,0.78,,0.75,mse,0.3915809919810149,x
1000,0.8,9.0,0.75,SE,0.39988563302048363,x
1000,0.8,14.0,0.75,EP,0.3906984146345832,x
1000,0.8,,0.75,mse,0.3730963490942713,x
1000,0.8200000000000001,9.0,0.75,SE,0.39112388335130793,x
1000,0.8200000000000001,12.0,0.75,EP,0.3830408348070398,x
1000,0.8200000000000001,,0.75,mse,0.39844649430304085,x
1000,0.84,9.0,0.75,SE,0.38222539017436785,x
1000,0.84,12.0,0.75,EP,0.40068447758017967,x
1000,0.84,,0.75,mse,0.3815712837018441,x
1000,0.86,10.0,0.75,SE,0.3732971192712387,x
1000,0.86,14.0,0.75,EP,0.3603280205548152,x
1000,0.86,,0.75,mse,0.3520344610254974,x
1000,0.88,10.0,0.75,SE,0.3643844922484995,x
1000,0.88,11.0,0.75,EP,0.347667334485937,x
1000,0.88,,0.75,mse,0.3723113355828779,x
1000,0.9,10.0,0.75,SE,0.35582047545719514,x
1000,0.9,13.0,0.75,EP,0.3842307490606123,x
1000,0.9,,0.75,mse,0.36072275066939746,x
1000,0.92,11.0,0.75,SE,0.3466306922550638,x
1000,0.92,16.0,0.75,EP,0.346065509781086,x
1000,0.92,,0.75,mse,0.3455468687768026,x
1000,0.9400000000000001,11.0,0.75,SE,0.3376712132813639,x
1000,0.9400000000000001,18.0,0.75,EP,0.33150641171518264,x
1000,0.9400000000000001,,0.75,mse,0.334864619918387,x
1000,0.96,11.0,0.75,SE,0.32873553915278203,x
1000,0.96,16.0,0.75,EP,0.3371826620503559,x
1000,0.96,,0.75,mse,0.3336465054416822,x
1000,0.98,12.0,0.75,SE,0.31987041220901535,x
1000,0.98,14.0,0.75,EP,0.3143575208813628,x
1000,0.98,,0.75,mse,0.293316883392237,x
1000,1.0,12.0,0.75,SE,0.3102377080364008,x
1000,1.0,18.0,0.75,EP,0.3068637093653738,x
1000,1.0,,0.75,mse,0.33300104656580143,x
1000,1.02,12.0,0.75,SE,0.3015904441532239,x
1000,1.02,18.0,0.75,EP,0.292071198296486,x
1000,1.02,,0.75,mse,0.29275702974112344,x
1000,1.04,13.0,0.75,SE,0.29231581105383325,x
1000,1.04,17.0,0.75,EP,0.2846829989828245,x
1000,1.04,,0.75,mse,0.31547866196465224,x
1000,1.06,13.0,0.75,SE,0.28299749121317663,x
1000,1.06,20.0,0.75,EP,0.28368313289522645,x
1000,1.06,,0.75,mse,0.25647178162264256,x
1000,1.08,14.0,0.75,SE,0.2737797755470931,x
1000,1.08,17.0,0.75,EP,0.2551104723987233,x
1000,1.08,,0.75,mse,0.2609778280967089,x
1000,1.1,15.0,0.75,SE,0.26416063486409835,x
1000,1.1,30.0,0.75,EP,0.2586914344975074,x
1000,1.1,,0.75,mse,0.20631746428762113,x
1000,1.12,15.0,0.75,SE,0.25485415564681113,x
1000,1.12,19.0,0.75,EP,0.261887788245893,x
1000,1.12,,0.75,mse,0.2352686644989101,x
1000,1.1400000000000001,16.0,0.75,SE,0.24519876592758208,x
1000,1.1400000000000001,26.0,0.75,EP,0.22142001903155137,x
1000,1.1400000000000001,,0.75,mse,0.21082152906496954,x
1000,1.16,17.0,0.75,SE,0.23484409421232996,x
1000,1.16,40.0,0.75,EP,0.1976875849146091,x
1000,1.16,,0.75,mse,0.18171164491083522,x
1000,1.18,18.0,0.75,SE,0.22507104103992803,x
1000,1.18,28.0,0.75,EP,0.24135579220153056,x
1000,1.18,,0.75,mse,0.20844739876021612,x
1000,1.2,19.0,0.75,SE,0.21466463662799334,x
1000,1.2,28.0,0.75,EP,0.24798003720604697,x
1000,1.2,,0.75,mse,0.2889836383350268,x
1000,1.22,20.0,0.75,SE,0.20443239914159256,x
1000,1.22,21.0,0.75,EP,0.21998888948982154,x
1000,1.22,,0.75,mse,0.2762411917996372,x
1000,1.24,22.0,0.75,SE,0.19366946101811583,x
1000,1.24,34.0,0.75,EP,0.18812383565154758,x
1000,1.24,,0.75,mse,0.1679693899798482,x
1000,1.26,24.0,0.75,SE,0.18264926959841293,x
1000,1.26,27.0,0.75,EP,0.17552141050672468,x
1000,1.26,,0.75,mse,0.1640481066132096,x
1000,1.28,26.0,0.75,SE,0.17020301911339883,x
1000,1.28,26.0,0.75,EP,0.16288108402912196,x
1000,1.28,,0.75,mse,0.1705637457218827,x
1000,1.3,30.0,0.75,SE,0.15781710991344738,x
1000,1.3,60.0,0.75,EP,0.11087736356967963,x
1000,1.3,,0.75,mse,0.13313586285311885,x
1000,1.32,35.0,0.75,SE,0.14402038652038382,x
1000,1.32,200.0,0.75,EP,0.0852336055523188,x
1000,1.32,,0.75,mse,0.22491115457236724,x
1000,1.34,45.0,0.75,SE,0.12780541965192643,x
1000,1.34,200.0,0.75,EP,0.1383734709469131,x
1000,1.34,,0.75,mse,0.12098875344695295,x
1000,1.36,82.0,0.75,SE,0.10491182677881368,x
1000,1.36,50.0,0.75,EP,0.17963327849484587,x
1000,1.36,,0.75,mse,0.20738562081868464,x
1000,1.3800000000000001,43.0,0.75,SE,9.999999999897799e-12,x
1000,1.3800000000000001,35.0,0.75,EP,1e-11,x
1000,1.3800000000000001,,0.75,mse,1.9144329998491957e-21,x
1000,1.4000000000000001,27.0,0.75,SE,1.4998043958605594e-06,x
1000,1.4000000000000001,12.0,0.75,EP,1e-11,x
1000,1.4000000000000001,,0.75,mse,3.6129001660292065e-21,x
1000,1.42,22.0,0.75,SE,9.99999999989477e-12,x
1000,1.42,18.0,0.75,EP,1e-11,x
1000,1.42,,0.75,mse,1.2708896624753294e-21,x
1000,1.44,19.0,0.75,SE,9.999999999893367e-12,x
1000,1.44,19.0,0.75,EP,2.028299551338751e-11,x
1000,1.44,,0.75,mse,1.804606862371749e-20,x
1000,1.46,17.0,0.75,SE,9.999999999891783e-12,x
1000,1.46,13.0,0.75,EP,1e-11,x
1000,1.46,,0.75,mse,1.53456353913104e-20,x
1000,1.48,15.0,0.75,SE,9.785378892689731e-08,x
1000,1.48,200.0,0.75,EP,0.08998294230597763,x
1000,1.48,,0.75,mse,0.09673501589222337,x
1000,1.5,14.0,0.75,SE,6.796284044036201e-10,x
1000,1.5,15.0,0.75,EP,1e-11,x
1000,1.5,,0.75,mse,1.5860820750123744e-21,x
1000,1.52,13.0,0.75,SE,2.6853915982842977e-08,x
1000,1.52,18.0,0.75,EP,1e-11,x
1000,1.52,,0.75,mse,2.838525239140713e-21,x
1000,1.54,12.0,0.75,SE,8.395982778437522e-06,x
1000,1.54,19.0,0.75,EP,9.736963296294344e-12,x
1000,1.54,,0.75,mse,0.003942810627722948,x
1000,1.56,12.0,0.75,SE,9.999999999884369e-12,x
1000,1.56,12.0,0.75,EP,1e-11,x
1000,1.56,,0.75,mse,6.685112429029858e-20,x
1000,1.58,11.0,0.75,SE,8.566301048869691e-07,x
1000,1.58,12.0,0.75,EP,1e-11,x
1000,1.58,,0.75,mse,3.1260321186986833e-21,x
1000,1.6,11.0,0.75,SE,9.999999999881608e-12,x
1000,1.6,45.0,0.75,EP,9.82345762258333e-12,x
1000,1.6,,0.75,mse,2.9102038878849308e-05,x
1000,1.62,10.0,0.75,SE,9.41598936723793e-06,x
1000,1.62,11.0,0.75,EP,1e-11,x
1000,1.62,,0.75,mse,2.2684836325393257e-21,x
1000,1.6400000000000001,10.0,0.75,SE,4.934042518995389e-09,x
1000,1.6400000000000001,11.0,0.75,EP,1e-11,x
1000,1.6400000000000001,,0.75,mse,8.725174743446562e-20,x
1000,1.6600000000000001,10.0,0.75,SE,9.999999999877153e-12,x
1000,1.6600000000000001,12.0,0.75,EP,1e-11,x
1000,1.6600000000000001,,0.75,mse,3.7068231621585736e-21,x
1000,1.68,9.0,0.75,SE,1.8183648479277802e-05,x
1000,1.68,9.0,0.75,EP,9.999999999999998e-12,x
1000,1.68,,0.75,mse,3.4478645971006765e-18,x
1000,1.7,9.0,0.75,SE,2.304160902657003e-07,x
1000,1.7,13.0,0.75,EP,9.999999999999995e-12,x
1000,1.7,,0.75,mse,6.05717897326537e-21,x
1000,1.72,9.0,0.75,SE,1.7918694568412582e-10,x
1000,1.72,10.0,0.75,EP,1e-11,x
1000,1.72,,0.75,mse,1.8884674597539727e-20,x
1000,1.74,9.0,0.75,SE,9.999999999871024e-12,x
1000,1.74,9.0,0.75,EP,1e-11,x
1000,1.74,,0.75,mse,6.084223174954243e-21,x
1000,1.76,9.0,0.75,SE,9.999999999869546e-12,x
1000,1.76,8.0,0.75,EP,2.2789700575910465e-09,x
1000,1.76,,0.75,mse,4.21636777506497e-16,x
1000,1.78,8.0,0.75,SE,7.373787312787976e-06,x
1000,1.78,8.0,0.75,EP,2.107909733420737e-10,x
1000,1.78,,0.75,mse,3.1462292725481686e-18,x
1000,1.8,8.0,0.75,SE,3.498523926812298e-07,x
1000,1.8,8.0,0.75,EP,9.999999999999998e-12,x
1000,1.8,,0.75,mse,3.6964308573582945e-21,x
1000,1.82,8.0,0.75,SE,3.88746564313783e-09,x
1000,1.82,8.0,0.75,EP,1e-11,x
1000,1.82,,0.75,mse,6.804202893170828e-21,x
1000,1.84,8.0,0.75,SE,9.999999999863684e-12,x
1000,1.84,9.0,0.75,EP,1e-11,x
1000,1.84,,0.75,mse,5.203922723009424e-21,x
1000,1.86,8.0,0.75,SE,9.999999999862122e-12,x
1000,1.86,7.0,0.75,EP,9.999999999999996e-12,x
1000,1.86,,0.75,mse,1.9077909954747625e-21,x
1000,1.8800000000000001,8.0,0.75,SE,9.999999999860838e-12,x
1000,1.8800000000000001,7.0,0.75,EP,1e-11,x
1000,1.8800000000000001,,0.75,mse,8.115416389577625e-20,x
1000,1.9000000000000001,8.0,0.75,SE,9.999999999859434e-12,x
1000,1.9000000000000001,8.0,0.75,EP,1e-11,x
1000,1.9000000000000001,,0.75,mse,1.1599340756407056e-19,x
1000,1.92,7.0,0.75,SE,1.253999864122409e-05,x
1000,1.92,7.0,0.75,EP,1e-11,x
1000,1.92,,0.75,mse,2.751871434699853e-21,x
1000,1.94,7.0,0.75,SE,2.428084329381379e-06,x
1000,1.94,8.0,0.75,EP,1e-11,x
1000,1.94,,0.75,mse,2.449521700796162e-21,x
1000,1.96,7.0,0.75,SE,2.9995885073783733e-07,x
1000,1.96,7.0,0.75,EP,1.3291006865698814e-09,x
1000,1.96,,0.75,mse,2.5283798736348806e-16,x
1000,1.98,7.0,0.75,SE,2.4641907598704404e-08,x
1000,1.98,8.0,0.75,EP,1e-11,x
1000,1.98,,0.75,mse,1.393680556106792e-21,x
1000,2.0,7.0,0.75,SE,5.315824823125335e-10,x
1000,2.0,7.0,0.75,EP,1e-11,x
1000,2.0,,0.75,mse,3.563653848882221e-21,x
