N,alpha,n_iter,prior_mean,source,v,x_id
1000,2.38,,0.01,mse,1.796238544283649,x
1000,2.38,,0.01,phase_mse,0.0004291636429964692,x
1000,2.4,58.0,0.01,SE,3.8162896732956625e-07,x
1000,2.4,44.0,0.01,EP,1.00155493565738e-06,x
1000,2.4,,0.01,mse,1.0343955919568328,x
1000,2.4,,0.01,phase_mse,0.00016699166661358927,x
1000,2.42,57.0,0.01,SE,4.856860094634457e-07,x
1000,2.42,48.0,0.01,EP,1.2310496942466674e-06,x
1000,2.42,,0.01,mse,1.9367764141575667,x
1000,2.42,,0.01,phase_mse,5.998267860683578e-05,x
1000,2.44,57.0,0.01,SE,3.0946578630182726e-07,x
1000,2.44,38.0,0.01,EP,3.978145674608055e-07,x
1000,2.44,,0.01,mse,2.0239990645073966,x
1000,2.44,,0.01,phase_mse,0.0005066744319768481,x
1000,2.46,56.0,0.01,SE,4.026565534361847e-07,x
1000,2.46,54.0,0.01,EP,8.714570457690186e-07,x
1000,2.46,,0.01,mse,1.0503400518556743,x
1000,2.46,,0.01,phase_mse,7.835550390416383e-05,x
1000,2.48,55.0,0.01,SE,5.377687987721318e-07,x
1000,2.48,52.0,0.01,EP,1.0378265782003033e-06,x
1000,2.48,,0.01,mse,0.20104048503802063,x
1000,2.48,,0.01,phase_mse,0.0002962290421533371,x
1000,2.5,55.0,0.01,SE,3.685276208910592e-07,x
1000,2.5,52.0,0.01,EP,7.560111066048819e-07,x
1000,2.5,,0.01,mse,2.0886922340139575,x
1000,2.5,,0.01,phase_mse,0.0001437105194453543,x
1000,2.52,54.0,0.01,SE,4.962690790747207e-07,x
1000,2.52,40.0,0.01,EP,8.842317753994886e-07,x
1000,2.52,,0.01,mse,1.023185840209928,x
1000,2.52,,0.01,phase_mse,5.968471119702347e-05,x
1000,2.54,54.0,0.01,SE,3.4074684956122125e-07,x
1000,2.54,37.0,0.01,EP,2.6813778144499777e-07,x
1000,2.54,,0.01,mse,0.9038105208108702,x
1000,2.54,,0.01,phase_mse,0.00010988425301523114,x
1000,2.56,53.0,0.01,SE,4.829568081639082e-07,x
1000,2.56,46.0,0.01,EP,7.462034942020613e-07,x
1000,2.56,,0.01,mse,0.21156498392458906,x
1000,2.56,,0.01,phase_mse,0.00022269377575213467,x
1000,2.58,53.0,0.01,SE,3.344733227077142e-07,x
1000,2.58,44.0,0.01,EP,9.006030085083963e-07,x
1000,2.58,,0.01,mse,0.40325948066830025,x
1000,2.58,,0.01,phase_mse,2.687971899119962e-06,x
1000,2.6,53.0,0.01,SE,2.3434541982729648e-07,x
1000,2.6,47.0,0.01,EP,6.389833830420274e-07,x
1000,2.6,,0.01,mse,1.1228521273766487,x
1000,2.6,,0.01,phase_mse,0.00020843193048924167,x
1000,2.62,52.0,0.01,SE,3.4773492118953724e-07,x
1000,2.62,39.0,0.01,EP,5.871351934036513e-07,x
1000,2.62,,0.01,mse,0.8448951766276793,x
1000,2.62,,0.01,phase_mse,7.869318902165963e-06,x
1000,2.64,52.0,0.01,SE,2.453911566631135e-07,x
1000,2.64,33.0,0.01,EP,3.462633294522311e-07,x
1000,2.64,,0.01,mse,0.9328176843460795,x
1000,2.64,,0.01,phase_mse,0.00011502460832714148,x
1000,2.66,51.0,0.01,SE,3.6803495054120773e-07,x
1000,2.66,41.0,0.01,EP,6.733525489182645e-07,x
1000,2.66,,0.01,mse,1.2381980090950842,x
1000,2.66,,0.01,phase_mse,0.0004795597821469735,x
1000,2.68,51.0,0.01,SE,2.659059052756212e-07,x
1000,2.68,42.0,0.01,EP,5.676407759471365e-07,x
1000,2.68,,0.01,mse,0.08421848201639132,x
1000,2.68,,0.01,phase_mse,0.00019822364941248606,x
1000,2.7,50.0,0.01,SE,4.124396920365178e-07,x
1000,2.7,37.0,0.01,EP,3.63632703619726e-07,x
1000,2.7,,0.01,mse,2.023076073032454,x
1000,2.7,,0.01,phase_mse,0.0004565852802208067,x
1000,2.72,50.0,0.01,SE,3.0059705345454925e-07,x
1000,2.72,36.0,0.01,EP,2.6544205897259735e-07,x
1000,2.72,,0.01,mse,3.934992014247466e-07,x
1000,2.72,,0.01,phase_mse,3.934992014246037e-07,x
1000,2.74,50.0,0.01,SE,2.1954610974146493e-07,x
1000,2.74,39.0,0.01,EP,5.343031848363685e-07,x
1000,2.74,,0.01,mse,3.9467512834059764e-05,x
1000,2.74,,0.01,phase_mse,3.9467512834057664e-05,x
1000,2.7600000000000002,49.0,0.01,SE,3.586203522485998e-07,x
1000,2.7600000000000002,31.0,0.01,EP,3.111869683539574e-07,x
1000,2.7600000000000002,,0.01,mse,1.9455871039294816,x
1000,2.7600000000000002,,0.01,phase_mse,0.00048230105814883517,x
1000,2.7800000000000002,49.0,0.01,SE,2.628023098606865e-07,x
1000,2.7800000000000002,40.0,0.01,EP,5.18892046585948e-07,x
1000,2.7800000000000002,,0.01,mse,1.59527102942279,x
1000,2.7800000000000002,,0.01,phase_mse,0.00021847581119760167,x
1000,2.8000000000000003,49.0,0.01,SE,1.9482285389833383e-07,x
1000,2.8000000000000003,40.0,0.01,EP,4.993848880735996e-07,x
1000,2.8000000000000003,,0.01,mse,0.30596045494823554,x
1000,2.8000000000000003,,0.01,phase_mse,1.5142359347615143e-05,x
1000,2.82,48.0,0.01,SE,3.3036722493359633e-07,x
1000,2.82,40.0,0.01,EP,5.595154992591706e-07,x
1000,2.82,,0.01,mse,0.36271253295343375,x
1000,2.82,,0.01,phase_mse,3.398758827067722e-05,x
1000,2.84,48.0,0.01,SE,2.455237129375938e-07,x
1000,2.84,38.0,0.01,EP,6.148636449667915e-07,x
1000,2.84,,0.01,mse,0.07212234351563078,x
1000,2.84,,0.01,phase_mse,4.164916720047958e-05,x
1000,2.86,48.0,0.01,SE,1.8543730227427626e-07,x
1000,2.86,37.0,0.01,EP,5.928462583047323e-07,x
1000,2.86,,0.01,mse,1.531550587040542,x
1000,2.86,,0.01,phase_mse,7.583697286743915e-05,x
1000,2.88,47.0,0.01,SE,3.208458824398256e-07,x
1000,2.88,39.0,0.01,EP,5.987100926845784e-07,x
1000,2.88,,0.01,mse,0.7071760503456294,x
1000,2.88,,0.01,phase_mse,0.00022608899563016487,x
1000,2.9,47.0,0.01,SE,2.437627849605719e-07,x
1000,2.9,31.0,0.01,EP,2.4439945751222203e-07,x
1000,2.9,,0.01,mse,0.9437566626978564,x
1000,2.9,,0.01,phase_mse,0.00013406788312030616,x
1000,2.92,47.0,0.01,SE,1.8555072754008253e-07,x
1000,2.92,32.0,0.01,EP,6.621697691493582e-07,x
1000,2.92,,0.01,mse,0.009231596130200845,x
1000,2.92,,0.01,phase_mse,3.73541509944745e-05,x
1000,2.94,46.0,0.01,SE,3.3836485168397105e-07,x
1000,2.94,35.0,0.01,EP,4.257567811317992e-07,x
1000,2.94,,0.01,mse,0.12975771724199545,x
1000,2.94,,0.01,phase_mse,1.942016910821834e-06,x
1000,2.96,46.0,0.01,SE,2.561085566694905e-07,x
1000,2.96,33.0,0.01,EP,5.80646848597679e-07,x
1000,2.96,,0.01,mse,0.830705092011394,x
1000,2.96,,0.01,phase_mse,2.3539969466996877e-05,x
1000,2.98,46.0,0.01,SE,2.0022331148951593e-07,x
1000,2.98,37.0,0.01,EP,6.386579835743429e-07,x
1000,2.98,,0.01,mse,0.6673677809566304,x
1000,2.98,,0.01,phase_mse,7.950792285829342e-06,x
1000,3.0,46.0,0.01,SE,1.5395537735235935e-07,x
1000,3.0,36.0,0.01,EP,3.6521342067034065e-07,x
1000,3.0,,0.01,mse,1.5488841268890576,x
1000,3.0,,0.01,phase_mse,7.840187736026761e-06,x
1000,0.02,17.0,0.1,SE,0.5024500081766384,x
1000,0.02,14.0,0.1,EP,0.49519657261897565,x
1000,0.02,,0.1,mse,0.49821187531787453,x
1000,0.02,,0.1,phase_mse,0.4980967446452404,x
1000,0.04,17.0,0.1,SE,0.50239767005628,x
1000,0.04,16.0,0.1,EP,0.4970124676486267,x
1000,0.04,,0.1,mse,0.4964376139168409,x
1000,0.04,,0.1,phase_mse,0.49634831070374685,x
1000,0.06,17.0,0.1,SE,0.5023438854151069,x
1000,0.06,20.0,0.1,EP,0.503040771758657,x
1000,0.06,,0.1,mse,0.4959458465032337,x
1000,0.06,,0.1,phase_mse,0.49453461899435497,x
1000,0.08,18.0,0.1,SE,0.5022877688109285,x
1000,0.08,16.0,0.1,EP,0.5002759285803532,x
1000,0.08,,0.1,mse,0.4755882566761447,x
1000,0.08,,0.1,phase_mse,0.4750933797276904,x
1000,0.1,18.0,0.1,SE,0.50222866686108,x
1000,0.1,17.0,0.1,EP,0.5030788950596544,x
1000,0.1,,0.1,mse,0.5129360950437598,x
1000,0.1,,0.1,phase_mse,0.5129302467267182,x
1000,0.12,19.0,0.1,SE,0.5021672214975438,x
1000,0.12,17.0,0.1,EP,0.5032274158142616,x
1000,0.12,,0.1,mse,0.5153862317922142,x
1000,0.12,,0.1,phase_mse,0.515368656809033,x
1000,0.14,19.0,0.1,SE,0.5021036124997861,x
1000,0.14,17.0,0.1,EP,0.5027832513424418,x
1000,0.14,,0.1,mse,0.5204295758002799,x
1000,0.14,,0.1,phase_mse,0.5199123044106086,x
1000,0.16,20.0,0.1,SE,0.5020355141345917,x
1000,0.16,17.0,0.1,EP,0.4973644287769518,x
1000,0.16,,0.1,mse,0.5355209162560627,x
1000,0.16,,0.1,phase_mse,0.5352000415070979,x
1000,0.18,20.0,0.1,SE,0.5019666614537843,x
1000,0.18,17.0,0.1,EP,0.48762441574393156,x
1000,0.18,,0.1,mse,0.5128674853313759,x
1000,0.18,,0.1,phase_mse,0.5128555063468646,x
1000,0.2,21.0,0.1,SE,0.501893130688844,x
1000,0.2,19.0,0.1,EP,0.491827254543855,x
1000,0.2,,0.1,mse,0.4681401923862596,x
1000,0.2,,0.1,phase_mse,0.4680984353502935,x
1000,0.22,21.0,0.1,SE,0.5018153600499814,x
1000,0.22,19.0,0.1,EP,0.5042473804643536,x
1000,0.22,,0.1,mse,0.5209782622722519,x
1000,0.22,,0.1,phase_mse,0.5200704440527188,x
1000,0.24,22.0,0.1,SE,0.5017337221555548,x
1000,0.24,21.0,0.1,EP,0.48812272234540016,x
1000,0.24,,0.1,mse,0.47520828861414394,x
1000,0.24,,0.1,phase_mse,0.474550251387701,x
1000,0.26,22.0,0.1,SE,0.5016506363914935,x
1000,0.26,19.0,0.1,EP,0.5035648230587704,x
1000,0.26,,0.1,mse,0.5301786153285959,x
1000,0.26,,0.1,phase_mse,0.5301718542485275,x
1000,0.28,23.0,0.1,SE,0.5015587978046616,x
1000,0.28,23.0,0.1,EP,0.5076729491299135,x
1000,0.28,,0.1,mse,0.5540225336392702,x
1000,0.28,,0.1,phase_mse,0.5516297501427043,x
1000,0.3,24.0,0.1,SE,0.5014686446738758,x
1000,0.3,31.0,0.1,EP,0.5063777199203419,x
1000,0.3,,0.1,mse,0.5627173254537865,x
1000,0.3,,0.1,phase_mse,0.5574453031457333,x
1000,0.32,24.0,0.1,SE,0.5013634313874593,x
1000,0.32,44.0,0.1,EP,0.5068062634919016,x
1000,0.32,,0.1,mse,0.5238985124100675,x
1000,0.32,,0.1,phase_mse,0.5227446713942758,x
1000,0.34,25.0,0.1,SE,0.5012645194213168,x
1000,0.34,23.0,0.1,EP,0.497466136637621,x
1000,0.34,,0.1,mse,0.5136178816149297,x
1000,0.34,,0.1,phase_mse,0.5134574710201623,x
1000,0.36,26.0,0.1,SE,0.5011530712365213,x
1000,0.36,19.0,0.1,EP,0.48763242334803425,x
1000,0.36,,0.1,mse,0.4941229625603652,x
1000,0.36,,0.1,phase_mse,0.49381127227141364,x
1000,0.38,26.0,0.1,SE,0.5010313507802329,x
1000,0.38,27.0,0.1,EP,0.5007305035467293,x
1000,0.38,,0.1,mse,0.4954754191556546,x
1000,0.38,,0.1,phase_mse,0.495466581875159,x
1000,0.4,27.0,0.1,SE,0.5009138654747408,x
1000,0.4,25.0,0.1,EP,0.47629351777246204,x
1000,0.4,,0.1,mse,0.44855747782373295,x
1000,0.4,,0.1,phase_mse,0.4468377787752309,x
1000,0.42,28.0,0.1,SE,0.500776510575396,x
1000,0.42,28.0,0.1,EP,0.4956349995585867,x
1000,0.42,,0.1,mse,0.47173953193360585,x
1000,0.42,,0.1,phase_mse,0.47152653751185303,x
1000,0.44,29.0,0.1,SE,0.5006334664238089,x
1000,0.44,40.0,0.1,EP,0.500209304035382,x
1000,0.44,,0.1,mse,0.4758207805792499,x
1000,0.44,,0.1,phase_mse,0.47538744199670113,x
1000,0.46,30.0,0.1,SE,0.5004867448278665,x
1000,0.46,26.0,0.1,EP,0.5088786531660497,x
1000,0.46,,0.1,mse,0.514206031002062,x
1000,0.46,,0.1,phase_mse,0.5117412209455081,x
1000,0.48,31.0,0.1,SE,0.5003293997482021,x
1000,0.48,40.0,0.1,EP,0.4836084742352347,x
1000,0.48,,0.1,mse,0.4957848712470778,x
1000,0.48,,0.1,phase_mse,0.49026614194176066,x
1000,0.5,32.0,0.1,SE,0.5001595453810637,x
1000,0.5,47.0,0.1,EP,0.5114302501879299,x
1000,0.5,,0.1,mse,0.4962170925007255,x
1000,0.5,,0.1,phase_mse,0.49430060213369115,x
1000,0.52,33.0,0.1,SE,0.49996940295938985,x
1000,0.52,37.0,0.1,EP,0.493251637943085,x
1000,0.52,,0.1,mse,0.4866330671247258,x
1000,0.52,,0.1,phase_mse,0.4827667102868613,x
1000,0.54,34.0,0.1,SE,0.4997794016242966,x
1000,0.54,37.0,0.1,EP,0.5077387995928603,x
1000,0.54,,0.1,mse,0.5157797675986787,x
1000,0.54,,0.1,phase_mse,0.5145557908244164,x
1000,0.56,36.0,0.1,SE,0.4995541354877386,x
1000,0.56,30.0,0.1,EP,0.4986332367159449,x
1000,0.56,,0.1,mse,0.46330372604549785,x
1000,0.56,,0.1,phase_mse,0.4631365594658514,x
1000,0.58,37.0,0.1,SE,0.4993306945072871,x
1000,0.58,36.0,0.1,EP,0.5113004060654349,x
1000,0.58,,0.1,mse,0.49443040876465366,x
1000,0.58,,0.1,phase_mse,0.4935617737332212,x
1000,0.6,38.0,0.1,SE,0.4990632454069249,x
1000,0.6,44.0,0.1,EP,0.5089824448625314,x
1000,0.6,,0.1,mse,0.5225800269979017,x
1000,0.6,,0.1,phase_mse,0.5160966273080444,x
1000,0.62,40.0,0.1,SE,0.49881664421557564,x
1000,0.62,57.0,0.1,EP,0.47536387931242874,x
1000,0.62,,0.1,mse,0.4405042285108817,x
1000,0.62,,0.1,phase_mse,0.4365938818227115,x
1000,0.64,42.0,0.1,SE,0.49850479324791663,x
1000,0.64,69.0,0.1,EP,0.4830730710436073,x
1000,0.64,,0.1,mse,0.4842803441724651,x
1000,0.64,,0.1,phase_mse,0.48197003195710175,x
1000,0.66,43.0,0.1,SE,0.49819271403063936,x
1000,0.66,54.0,0.1,EP,0.4805620928442866,x
1000,0.66,,0.1,mse,0.4913204460702458,x
1000,0.66,,0.1,phase_mse,0.49128221600464794,x
1000,0.68,45.0,0.1,SE,0.49782143180708827,x
1000,0.68,87.0,0.1,EP,0.5123208250806178,x
1000,0.68,,0.1,mse,0.5415362741771141,x
1000,0.68,,0.1,phase_mse,0.5175527975946348,x
1000,0.7000000000000001,47.0,0.1,SE,0.49744650404711677,x
1000,0.7000000000000001,52.0,0.1,EP,0.4976769739725612,x
1000,0.7000000000000001,,0.1,mse,0.5308518110609053,x
1000,0.7000000000000001,,0.1,phase_mse,0.5306580491966745,x
1000,0.72,50.0,0.1,SE,0.49700530472237575,x
1000,0.72,58.0,0.1,EP,0.46920415670243437,x
1000,0.72,,0.1,mse,0.4367054213485637,x
1000,0.72,,0.1,phase_mse,0.4306774405450077,x
1000,0.74,52.0,0.1,SE,0.496584585219514,x
1000,0.74,47.0,0.1,EP,0.48301070475454844,x
1000,0.74,,0.1,mse,0.4843224186971516,x
1000,0.74,,0.1,phase_mse,0.4828211124142122,x
1000,0.76,55.0,0.1,SE,0.49605353775575967,x
1000,0.76,37.0,0.1,EP,0.5046653001289659,x
1000,0.76,,0.1,mse,0.5312373876709596,x
1000,0.76,,0.1,phase_mse,0.5243736042999804,x
1000,0.78,57.0,0.1,SE,0.49548174345630003,x
1000,0.78,63.0,0.1,EP,0.4920144411912102,x
1000,0.78,,0.1,mse,0.4852832403806289,x
1000,0.78,,0.1,phase_mse,0.46465449294446404,x
1000,0.8,60.0,0.1,SE,0.4948726944860235,x
1000,0.8,74.0,0.1,EP,0.48299137509944573,x
1000,0.8,,0.1,mse,0.47789071379680814,x
1000,0.8,,0.1,phase_mse,0.4727024770948598,x
1000,0.8200000000000001,64.0,0.1,SE,0.49407001595532196,x
1000,0.8200000000000001,56.0,0.1,EP,0.5018991007182381,x
1000,0.8200000000000001,,0.1,mse,0.4761119367134994,x
1000,0.8200000000000001,,0.1,phase_mse,0.47267461708853215,x
1000,0.84,67.0,0.1,SE,0.4932472143415633,x
1000,0.84,59.0,0.1,EP,0.44724290246526516,x
1000,0.84,,0.1,mse,0.42593714317435866,x
1000,0.84,,0.1,phase_mse,0.41404076620125263,x
1000,0.86,71.0,0.1,SE,0.49240365851687035,x
1000,0.86,38.0,0.1,EP,0.48362744329370916,x
1000,0.86,,0.1,mse,0.5178557471762958,x
1000,0.86,,0.1,phase_mse,0.5142447962696882,x
1000,0.88,75.0,0.1,SE,0.4913454961526032,x
1000,0.88,41.0,0.1,EP,0.4767675149298365,x
1000,0.88,,0.1,mse,0.47844294116706854,x
1000,0.88,,0.1,phase_mse,0.4783977264285064,x
1000,0.9,79.0,0.1,SE,0.4902095327529612,x
1000,0.9,65.0,0.1,EP,0.48861843384759684,x
1000,0.9,,0.1,mse,0.49232344343133055,x
1000,0.9,,0.1,phase_mse,0.47846468134073267,x
1000,0.92,83.0,0.1,SE,0.4888711032562569,x
1000,0.92,97.0,0.1,EP,0.5053802506214514,x
1000,0.92,,0.1,mse,0.5393614806032428,x
1000,0.92,,0.1,phase_mse,0.518701645345181,x
1000,0.9400000000000001,87.0,0.1,SE,0.4875531821268726,x
1000,0.9400000000000001,107.0,0.1,EP,0.48199642365601697,x
1000,0.9400000000000001,,0.1,mse,0.4595005873198277,x
1000,0.9400000000000001,,0.1,phase_mse,0.4574475836696264,x
1000,0.96,91.0,0.1,SE,0.48572010407802924,x
1000,0.96,95.0,0.1,EP,0.47365557904983585,x
1000,0.96,,0.1,mse,0.4532700330433296,x
1000,0.96,,0.1,phase_mse,0.45303561233841266,x
1000,0.98,96.0,0.1,SE,0.48373560278848055,x
1000,0.98,98.0,0.1,EP,0.49187813937682817,x
1000,0.98,,0.1,mse,0.594004109342096,x
1000,0.98,,0.1,phase_mse,0.5767603062284076,x
1000,1.0,99.0,0.1,SE,0.48179600931177785,x
1000,1.0,131.0,0.1,EP,0.5002175560832444,x
1000,1.0,,0.1,mse,0.4734563952757597,x
1000,1.0,,0.1,phase_mse,0.4734563952757597,x
1000,1.02,103.0,0.1,SE,0.47945474725055826,x
1000,1.02,93.0,0.1,EP,0.4848615083126951,x
1000,1.02,,0.1,mse,0.5362697051840027,x
1000,1.02,,0.1,phase_mse,0.5337197709017688,x
1000,1.04,107.0,0.1,SE,0.4768222019895131,x
1000,1.04,80.0,0.1,EP,0.46616003391450817,x
1000,1.04,,0.1,mse,0.4749937402578924,x
1000,1.04,,0.1,phase_mse,0.47052611044044806,x
1000,1.06,110.0,0.1,SE,0.4738921954087168,x
1000,1.06,200.0,0.1,EP,0.48872213743542336,x
1000,1.06,,0.1,mse,0.5453931558546637,x
1000,1.06,,0.1,phase_mse,0.4979839121357108,x
1000,1.08,113.0,0.1,SE,0.47032388278732656,x
1000,1.08,200.0,0.1,EP,0.48680479314546143,x
1000,1.08,,0.1,mse,0.5047993388117381,x
1000,1.08,,0.1,phase_mse,0.4895836436291927,x
1000,1.1,116.0,0.1,SE,0.4669042024100982,x
1000,1.1,134.0,0.1,EP,0.4086886441982172,x
1000,1.1,,0.1,mse,0.4159774017048318,x
1000,1.1,,0.1,phase_mse,0.4159774017048318,x
1000,1.12,118.0,0.1,SE,0.4631193636426284,x
1000,1.12,84.0,0.1,EP,0.47634937343352496,x
1000,1.12,,0.1,mse,0.4950882694303484,x
1000,1.12,,0.1,phase_mse,0.4667442145972209,x
1000,1.1400000000000001,120.0,0.1,SE,0.45897485086799195,x
1000,1.1400000000000001,123.0,0.1,EP,0.5271519897498894,x
1000,1.1400000000000001,,0.1,mse,0.565328069033504,x
1000,1.1400000000000001,,0.1,phase_mse,0.5186074990629002,x
1000,1.16,122.0,0.1,SE,0.4543769991705335,x
1000,1.16,94.0,0.1,EP,0.4959913867028013,x
1000,1.16,,0.1,mse,0.5055504105441367,x
1000,1.16,,0.1,phase_mse,0.5023987922517774,x
1000,1.18,124.0,0.1,SE,0.4494684445271819,x
1000,1.18,200.0,0.1,EP,0.5021053900698002,x
1000,1.18,,0.1,mse,0.49663157432296257,x
1000,1.18,,0.1,phase_mse,0.4886602209848019,x
1000,1.2,125.0,0.1,SE,0.44369083551523053,x
1000,1.2,161.0,0.1,EP,0.44989209415956904,x
1000,1.2,,0.1,mse,0.7141079410265954,x
1000,1.2,,0.1,phase_mse,0.48038623592910396,x
1000,1.22,127.0,0.1,SE,0.43828148258862437,x
1000,1.22,200.0,0.1,EP,0.4568462156636052,x
1000,1.22,,0.1,mse,0.47727979908005225,x
1000,1.22,,0.1,phase_mse,0.4180178995711449,x
1000,1.24,129.0,0.1,SE,0.4320972025866788,x
1000,1.24,200.0,0.1,EP,0.44922018104517875,x
1000,1.24,,0.1,mse,0.4544711414016799,x
1000,1.24,,0.1,phase_mse,0.4172876848903635,x
1000,1.26,131.0,0.1,SE,0.42571391160256855,x
1000,1.26,200.0,0.1,EP,0.4802806527416777,x
1000,1.26,,0.1,mse,0.4992594722634925,x
1000,1.26,,0.1,phase_mse,0.45263860600634137,x
1000,1.28,133.0,0.1,SE,0.4179626578743798,x
1000,1.28,167.0,0.1,EP,0.4721101536180287,x
1000,1.28,,0.1,mse,0.4719791441466433,x
1000,1.28,,0.1,phase_mse,0.4710711958196922,x
1000,1.3,135.0,0.1,SE,0.4112203844712951,x
1000,1.3,189.0,0.1,EP,0.3510760046542916,x
1000,1.3,,0.1,mse,0.4012125972710697,x
1000,1.3,,0.1,phase_mse,0.38721382080656075,x
1000,1.32,138.0,0.1,SE,0.4026659004582166,x
1000,1.32,174.0,0.1,EP,0.42983438446435296,x
1000,1.32,,0.1,mse,0.41791591959854946,x
1000,1.32,,0.1,phase_mse,0.415350325511343,x
1000,1.34,141.0,0.1,SE,0.3934765328856978,x
1000,1.34,116.0,0.1,EP,0.38201159792092637,x
1000,1.34,,0.1,mse,0.36333820568478914,x
1000,1.34,,0.1,phase_mse,0.3609236230312437,x
1000,1.36,144.0,0.1,SE,0.38463862671951676,x
1000,1.36,121.0,0.1,EP,0.33251760813830955,x
1000,1.36,,0.1,mse,0.669230788157553,x
1000,1.36,,0.1,phase_mse,0.32163829689654516,x
1000,1.3800000000000001,148.0,0.1,SE,0.37444062922370497,x
1000,1.3800000000000001,98.0,0.1,EP,0.3860349575818582,x
1000,1.3800000000000001,,0.1,mse,0.455874151251782,x
1000,1.3800000000000001,,0.1,phase_mse,0.4132133226085375,x
1000,1.4000000000000001,152.0,0.1,SE,0.3631480238624243,x
1000,1.4000000000000001,147.0,0.1,EP,0.2744097122461559,x
1000,1.4000000000000001,,0.1,mse,0.2787032587425621,x
1000,1.4000000000000001,,0.1,phase_mse,0.2787032587425621,x
1000,1.42,157.0,0.1,SE,0.3508318694720147,x
1000,1.42,200.0,0.1,EP,0.4157643087391605,x
1000,1.42,,0.1,mse,0.4756316471418698,x
1000,1.42,,0.1,phase_mse,0.41462547451730836,x
1000,1.44,164.0,0.1,SE,0.3385838793590034,x
1000,1.44,200.0,0.1,EP,0.40594867305781,x
1000,1.44,,0.1,mse,0.5657777694276078,x
1000,1.44,,0.1,phase_mse,0.5654205510264887,x
1000,1.46,172.0,0.1,SE,0.3243592100229472,x
1000,1.46,200.0,0.1,EP,0.39185523659715826,x
1000,1.46,,0.1,mse,0.4188269342115479,x
1000,1.46,,0.1,phase_mse,0.41848011153576364,x
1000,1.48,181.0,0.1,SE,0.3087040772289538,x
1000,1.48,165.0,0.1,EP,0.289958357040755,x
1000,1.48,,0.1,mse,0.31487860436081544,x
1000,1.48,,0.1,phase_mse,0.3141027920375112,x
1000,1.5,195.0,0.1,SE,0.29126229814828336,x
1000,1.5,167.0,0.1,EP,0.2746314167974514,x
1000,1.5,,0.1,mse,0.8245898404556359,x
1000,1.5,,0.1,phase_mse,0.34174105358081547,x
1000,1.52,200.0,0.1,SE,0.27138690661610376,x
1000,1.52,200.0,0.1,EP,0.23509861427171755,x
1000,1.52,,0.1,mse,0.8376398011392173,x
1000,1.52,,0.1,phase_mse,0.22338121651326429,x
1000,1.54,200.0,0.1,SE,0.24865887728840821,x
1000,1.54,200.0,0.1,EP,0.21044406618980277,x
1000,1.54,,0.1,mse,0.2251762322536217,x
1000,1.54,,0.1,phase_mse,0.2251762322536217,x
1000,1.56,200.0,0.1,SE,0.22239998582553416,x
1000,1.56,200.0,0.1,EP,0.33971015603442445,x
1000,1.56,,0.1,mse,0.3236792460210032,x
1000,1.56,,0.1,phase_mse,0.32309739388114334,x
1000,1.58,200.0,0.1,SE,0.18111392009968247,x
1000,1.58,200.0,0.1,EP,0.24223528258005664,x
1000,1.58,,0.1,mse,0.19722817165470835,x
1000,1.58,,0.1,phase_mse,0.19722817165470835,x
1000,1.6,200.0,0.1,SE,0.09942714304099108,x
1000,1.6,200.0,0.1,EP,0.27067252036622347,x
1000,1.6,,0.1,mse,0.46990552278335646,x
1000,1.6,,0.1,phase_mse,0.43082823668849607,x
1000,1.62,200.0,0.1,SE,3.682452124224695e-06,x
1000,1.62,159.0,0.1,EP,1.378687572945648e-06,x
1000,1.62,,0.1,mse,1.007780324475446,x
1000,1.62,,0.1,phase_mse,0.0001272096302842941,x
1000,1.6400000000000001,163.0,0.1,SE,1.4180668039223278e-06,x
1000,1.6400000000000001,200.0,0.1,EP,0.16895744760581127,x
1000,1.6400000000000001,,0.1,mse,1.4365151182090181,x
1000,1.6400000000000001,,0.1,phase_mse,0.19056248928699673,x
1000,1.6600000000000001,141.0,0.1,SE,1.6131460156037134e-06,x
1000,1.6600000000000001,200.0,0.1,EP,0.2696311184097142,x
1000,1.6600000000000001,,0.1,mse,0.38006181434020064,x
1000,1.6600000000000001,,0.1,phase_mse,0.2688748126541161,x
1000,1.68,126.0,0.1,SE,1.5216405028199943e-06,x
1000,1.68,159.0,0.1,EP,1.155889039008547e-06,x
1000,1.68,,0.1,mse,1.0275035548347715,x
1000,1.68,,0.1,phase_mse,0.00013004226197061718,x
1000,1.7,116.0,0.1,SE,1.2624979196799493e-06,x
1000,1.7,105.0,0.1,EP,1.1674253601522405e-06,x
1000,1.7,,0.1,mse,6.815736526455016e-07,x
1000,1.7,,0.1,phase_mse,6.815736526454936e-07,x
1000,1.72,107.0,0.1,SE,1.428790660448954e-06,x
1000,1.72,98.0,0.1,EP,1.4521771822603153e-06,x
1000,1.72,,0.1,mse,9.364934336005147e-07,x
1000,1.72,,0.1,phase_mse,9.364934336005147e-07,x
1000,1.74,100.0,0.1,SE,1.4781820965726237e-06,x
1000,1.74,94.0,0.1,EP,1.0563413414958443e-06,x
1000,1.74,,0.1,mse,3.461267004754009e-07,x
1000,1.74,,0.1,phase_mse,3.4612670047540024e-07,x
1000,1.76,95.0,0.1,SE,1.1042280477622267e-06,x
1000,1.76,97.0,0.1,EP,9.846210704224793e-07,x
1000,1.76,,0.1,mse,1.0167611337315305,x
1000,1.76,,0.1,phase_mse,0.00012726773246509574,x
