N,alpha,f,n_iter,prior_rho,source,v,x_id
1000,0.1020408163265306,sgn,6.0,0.75,EP,0.6806380877794526,x
1000,0.1020408163265306,sgn,,0.75,mse,0.6798214892946985,x
1000,0.12244897959183673,sgn,3.0,0.75,SE,0.6583019905303921,x
1000,0.12244897959183673,sgn,5.0,0.75,EP,0.6554333326241211,x
1000,0.12244897959183673,sgn,,0.75,mse,0.668321145694852,x
1000,0.14285714285714285,sgn,3.0,0.75,SE,0.6431951216598072,x
1000,0.14285714285714285,sgn,5.0,0.75,EP,0.6403205538203919,x
1000,0.14285714285714285,sgn,,0.75,mse,0.6496190340131086,x
1000,0.16326530612244897,sgn,3.0,0.75,SE,0.6273002877369053,x
1000,0.16326530612244897,sgn,6.0,0.75,EP,0.617370902235994,x
1000,0.16326530612244897,sgn,,0.75,mse,0.5866682871413781,x
1000,0.18367346938775508,sgn,4.0,0.75,SE,0.6121285982591429,x
1000,0.18367346938775508,sgn,6.0,0.75,EP,0.6177171683120863,x
1000,0.18367346938775508,sgn,,0.75,mse,0.5925021337038416,x
1000,0.2040816326530612,sgn,4.0,0.75,SE,0.596160358747035,x
1000,0.2040816326530612,sgn,6.0,0.75,EP,0.5997383346268957,x
1000,0.2040816326530612,sgn,,0.75,mse,0.6175815851891705,x
1000,0.22448979591836732,sgn,4.0,0.75,SE,0.5809142464093008,x
1000,0.22448979591836732,sgn,6.0,0.75,EP,0.5727844641421026,x
1000,0.22448979591836732,sgn,,0.75,mse,0.5490349171545753,x
1000,0.24489795918367346,sgn,4.0,0.75,SE,0.565628959241199,x
1000,0.24489795918367346,sgn,6.0,0.75,EP,0.5687461606587778,x
1000,0.24489795918367346,sgn,,0.75,mse,0.5216204541357933,x
1000,0.26530612244897955,sgn,4.0,0.75,SE,0.5495354489273149,x
1000,0.26530612244897955,sgn,6.0,0.75,EP,0.540673842825144,x
1000,0.26530612244897955,sgn,,0.75,mse,0.5354053066485942,x
1000,0.2857142857142857,sgn,4.0,0.75,SE,0.5341648557570223,x
1000,0.2857142857142857,sgn,7.0,0.75,EP,0.5263762596533635,x
1000,0.2857142857142857,sgn,,0.75,mse,0.5015494533981224,x
1000,0.3061224489795918,sgn,4.0,0.75,SE,0.5179785466397284,x
1000,0.3061224489795918,sgn,6.0,0.75,EP,0.5134322054366991,x
1000,0.3061224489795918,sgn,,0.75,mse,0.5055896609567903,x
1000,0.32653061224489793,sgn,4.0,0.75,SE,0.5025166642828639,x
1000,0.32653061224489793,sgn,7.0,0.75,EP,0.49129429746255876,x
1000,0.32653061224489793,sgn,,0.75,mse,0.45165660400898555,x
1000,0.3469387755102041,sgn,4.0,0.75,SE,0.4870082141491351,x
1000,0.3469387755102041,sgn,7.0,0.75,EP,0.4851469575287461,x
1000,0.3469387755102041,sgn,,0.75,mse,0.525030866111865,x
1000,0.36734693877551017,sgn,5.0,0.75,SE,0.4706727446249872,x
1000,0.36734693877551017,sgn,6.0,0.75,EP,0.4739628842200339,x
1000,0.36734693877551017,sgn,,0.75,mse,0.4667097119034592,x
1000,0.3877551020408163,sgn,5.0,0.75,SE,0.45506460703565804,x
1000,0.3877551020408163,sgn,7.0,0.75,EP,0.4567644560690428,x
1000,0.3877551020408163,sgn,,0.75,mse,0.41088588097109413,x
1000,0.4081632653061224,sgn,5.0,0.75,SE,0.43862136052725526,x
1000,0.4081632653061224,sgn,6.0,0.75,EP,0.43433826916839835,x
1000,0.4081632653061224,sgn,,0.75,mse,0.45001263468982133,x
1000,0.42857142857142855,sgn,5.0,0.75,SE,0.4229073911022662,x
1000,0.42857142857142855,sgn,6.0,0.75,EP,0.4187930757545264,x
1000,0.42857142857142855,sgn,,0.75,mse,0.4006488242332765,x
1000,0.44897959183673464,sgn,5.0,0.75,SE,0.4071392373922131,x
1000,0.44897959183673464,sgn,8.0,0.75,EP,0.3997192275666025,x
1000,0.44897959183673464,sgn,,0.75,mse,0.3923144099390921,x
1000,0.4693877551020408,sgn,5.0,0.75,SE,0.3905222331668163,x
1000,0.4693877551020408,sgn,8.0,0.75,EP,0.38660604467928006,x
1000,0.4693877551020408,sgn,,0.75,mse,0.3903979635586361,x
1000,0.4897959183673469,sgn,5.0,0.75,SE,0.3746366447693108,x
1000,0.4897959183673469,sgn,7.0,0.75,EP,0.3814081040428411,x
1000,0.4897959183673469,sgn,,0.75,mse,0.3841028833335811,x
1000,0.5102040816326531,sgn,5.0,0.75,SE,0.3578910713891633,x
1000,0.5102040816326531,sgn,8.0,0.75,EP,0.35562037473286146,x
1000,0.5102040816326531,sgn,,0.75,mse,0.3605855067801889,x
1000,0.5306122448979591,sgn,6.0,0.75,SE,0.34187714831213883,x
1000,0.5306122448979591,sgn,8.0,0.75,EP,0.34091491887007336,x
1000,0.5306122448979591,sgn,,0.75,mse,0.3483176444670115,x
1000,0.5510204081632653,sgn,6.0,0.75,SE,0.32498964966427907,x
1000,0.5510204081632653,sgn,7.0,0.75,EP,0.3181658246646048,x
1000,0.5510204081632653,sgn,,0.75,mse,0.31428924264172203,x
1000,0.5714285714285714,sgn,6.0,0.75,SE,0.30883246739344483,x
1000,0.5714285714285714,sgn,8.0,0.75,EP,0.3142695457025048,x
1000,0.5714285714285714,sgn,,0.75,mse,0.3025942667775627,x
1000,0.5918367346938775,sgn,6.0,0.75,SE,0.2925980631869466,x
1000,0.5918367346938775,sgn,10.0,0.75,EP,0.2972027231536155,x
1000,0.5918367346938775,sgn,,0.75,mse,0.3106006628815066,x
1000,0.6122448979591836,sgn,6.0,0.75,SE,0.27546203289427973,x
1000,0.6122448979591836,sgn,9.0,0.75,EP,0.2644554113780461,x
1000,0.6122448979591836,sgn,,0.75,mse,0.3060039742926221,x
1000,0.6326530612244897,sgn,7.0,0.75,SE,0.259048284734124,x
1000,0.6326530612244897,sgn,9.0,0.75,EP,0.2656101240465997,x
1000,0.6326530612244897,sgn,,0.75,mse,0.26084527773694205,x
1000,0.6530612244897959,sgn,7.0,0.75,SE,0.24170491244581313,x
1000,0.6530612244897959,sgn,11.0,0.75,EP,0.24968171380403834,x
1000,0.6530612244897959,sgn,,0.75,mse,0.23966667812384726,x
1000,0.673469387755102,sgn,7.0,0.75,SE,0.22507085178133843,x
1000,0.673469387755102,sgn,11.0,0.75,EP,0.2318003781196596,x
1000,0.673469387755102,sgn,,0.75,mse,0.2510146950458062,x
1000,0.6938775510204082,sgn,7.0,0.75,SE,0.20830698217019974,x
1000,0.6938775510204082,sgn,11.0,0.75,EP,0.21701666861049737,x
1000,0.6938775510204082,sgn,,0.75,mse,0.2017315260986989,x
1000,0.7142857142857142,sgn,8.0,0.75,SE,0.19054190166892582,x
1000,0.7142857142857142,sgn,10.0,0.75,EP,0.1849980634649282,x
1000,0.7142857142857142,sgn,,0.75,mse,0.1713462374366169,x
1000,0.7346938775510203,sgn,8.0,0.75,SE,0.17343803441497718,x
1000,0.7346938775510203,sgn,11.0,0.75,EP,0.1720880732182881,x
1000,0.7346938775510203,sgn,,0.75,mse,0.18286767320373634,x
1000,0.7551020408163265,sgn,9.0,0.75,SE,0.15523937225735365,x
1000,0.7551020408163265,sgn,13.0,0.75,EP,0.15838572971506545,x
1000,0.7551020408163265,sgn,,0.75,mse,0.1498188460454586,x
1000,0.7755102040816326,sgn,10.0,0.75,SE,0.13761657191933777,x
1000,0.7755102040816326,sgn,13.0,0.75,EP,0.14745169561643182,x
1000,0.7755102040816326,sgn,,0.75,mse,0.1568391427195987,x
1000,0.7959183673469387,sgn,11.0,0.75,SE,0.11961405288092737,x
1000,0.7959183673469387,sgn,15.0,0.75,EP,0.12307959369118499,x
1000,0.7959183673469387,sgn,,0.75,mse,0.14070221155535165,x
1000,0.8163265306122448,sgn,12.0,0.75,SE,0.10012453839153893,x
1000,0.8163265306122448,sgn,19.0,0.75,EP,0.10496000538024576,x
1000,0.8163265306122448,sgn,,0.75,mse,0.11627861835701467,x
1000,0.836734693877551,sgn,15.0,0.75,SE,0.08066966600705616,x
1000,0.836734693877551,sgn,19.0,0.75,EP,0.093488584329399,x
1000,0.836734693877551,sgn,,0.75,mse,0.09077686562950066,x
1000,0.8571428571428571,sgn,21.0,0.75,SE,0.05839009458250433,x
1000,0.8571428571428571,sgn,69.0,0.75,EP,0.04006003824502032,x
1000,0.8571428571428571,sgn,,0.75,mse,0.05728753174591627,x
1000,0.8775510204081632,sgn,54.0,0.75,SE,0.030614018402919906,x
1000,0.8775510204081632,sgn,58.0,0.75,EP,0.045573495822033856,x
1000,0.8775510204081632,sgn,,0.75,mse,0.030723366365727593,x
1000,0.8979591836734693,sgn,26.0,0.75,SE,3.98230262105651e-07,x
1000,0.8979591836734693,sgn,22.0,0.75,EP,4.929506794470629e-07,x
1000,0.8979591836734693,sgn,,0.75,mse,4.022583008343787e-07,x
1000,0.9183673469387754,sgn,16.0,0.75,SE,3.38380673255293e-07,x
1000,0.9183673469387754,sgn,14.0,0.75,EP,1.6402392678753517e-07,x
1000,0.9183673469387754,sgn,,0.75,mse,1.7782825635435533e-07,x
1000,0.9387755102040816,sgn,12.0,0.75,SE,1.2762404069855277e-07,x
1000,0.9387755102040816,sgn,12.0,0.75,EP,1.2999619167006815e-07,x
1000,0.9387755102040816,sgn,,0.75,mse,7.055421381248422e-08,x
1000,0.9591836734693877,sgn,9.0,0.75,SE,6.084122348354089e-08,x
1000,0.9591836734693877,sgn,10.0,0.75,EP,7.003662176031589e-08,x
1000,0.9591836734693877,sgn,,0.75,mse,4.3967629471646644e-08,x
1000,0.9795918367346939,sgn,7.0,0.75,SE,9.397292896687733e-09,x
1000,0.9795918367346939,sgn,7.0,0.75,EP,2.1640781709346797e-08,x
1000,0.9795918367346939,sgn,,0.75,mse,1.2395794674982963e-08,x
1000,1.0,sgn,2.0,0.75,SE,7.671387556848429e-10,x
1000,1.0,sgn,2.0,0.75,EP,7.946809706778316e-10,x
1000,1.0,sgn,,0.75,mse,1.083749655113503e-09,x
1000,0.02040816326530612,relu,3.0,0.25,SE,0.24497364259772877,x
1000,0.02040816326530612,relu,5.0,0.25,EP,0.23747808323154848,x
1000,0.02040816326530612,relu,,0.25,mse,0.2121242883857086,x
1000,0.04081632653061224,relu,3.0,0.25,SE,0.23979612188224741,x
1000,0.04081632653061224,relu,8.0,0.25,EP,0.24692142154382166,x
1000,0.04081632653061224,relu,,0.25,mse,0.3205569075460335,x
1000,0.061224489795918366,relu,4.0,0.25,SE,0.2340594245622843,x
1000,0.061224489795918366,relu,10.0,0.25,EP,0.22819589847355976,x
1000,0.061224489795918366,relu,,0.25,mse,0.21886231373646847,x
1000,0.08163265306122448,relu,4.0,0.25,SE,0.2282152589157741,x
1000,0.08163265306122448,relu,10.0,0.25,EP,0.2118318179138614,x
1000,0.08163265306122448,relu,,0.25,mse,0.2105795963919983,x
1000,0.1020408163265306,relu,5.0,0.25,SE,0.22161585787552887,x
1000,0.1020408163265306,relu,13.0,0.25,EP,0.22936991047605587,x
1000,0.1020408163265306,relu,,0.25,mse,0.2222581071278053,x
1000,0.12244897959183673,relu,5.0,0.25,SE,0.2148573636736122,x
1000,0.12244897959183673,relu,14.0,0.25,EP,0.20813436036160646,x
1000,0.12244897959183673,relu,,0.25,mse,0.2628218563872967,x
1000,0.14285714285714285,relu,6.0,0.25,SE,0.20762220587479252,x
1000,0.14285714285714285,relu,10.0,0.25,EP,0.2097970353487468,x
1000,0.14285714285714285,relu,,0.25,mse,0.19369549785688991,x
1000,0.16326530612244897,relu,6.0,0.25,SE,0.19950671289350072,x
1000,0.16326530612244897,relu,10.0,0.25,EP,0.18562354147414553,x
1000,0.16326530612244897,relu,,0.25,mse,0.15683340761461387,x
1000,0.18367346938775508,relu,7.0,0.25,SE,0.19128220960169323,x
1000,0.18367346938775508,relu,16.0,0.25,EP,0.19720422572482796,x
1000,0.18367346938775508,relu,,0.25,mse,0.21271112744044005,x
1000,0.2040816326530612,relu,8.0,0.25,SE,0.18212494336081436,x
1000,0.2040816326530612,relu,11.0,0.25,EP,0.16520806420927675,x
1000,0.2040816326530612,relu,,0.25,mse,0.18101295062865086,x
1000,0.22448979591836732,relu,8.0,0.25,SE,0.1729027589346787,x
1000,0.22448979591836732,relu,12.0,0.25,EP,0.1828271762529175,x
1000,0.22448979591836732,relu,,0.25,mse,0.18553413549130493,x
1000,0.24489795918367346,relu,9.0,0.25,SE,0.16318132520550038,x
1000,0.24489795918367346,relu,17.0,0.25,EP,0.16855453426225298,x
1000,0.24489795918367346,relu,,0.25,mse,0.2121563446550748,x
1000,0.26530612244897955,relu,10.0,0.25,SE,0.15241614493265515,x
1000,0.26530612244897955,relu,17.0,0.25,EP,0.1664972644243599,x
1000,0.26530612244897955,relu,,0.25,mse,0.18316577861766672,x
1000,0.2857142857142857,relu,12.0,0.25,SE,0.14159870571687175,x
1000,0.2857142857142857,relu,23.0,0.25,EP,0.15496286778140766,x
1000,0.2857142857142857,relu,,0.25,mse,0.14104684208255555,x
1000,0.3061224489795918,relu,13.0,0.25,SE,0.12958940203956235,x
1000,0.3061224489795918,relu,19.0,0.25,EP,0.13103275393990416,x
1000,0.3061224489795918,relu,,0.25,mse,0.15715377173585135,x
1000,0.32653061224489793,relu,15.0,0.25,SE,0.11744126871351503,x
1000,0.32653061224489793,relu,27.0,0.25,EP,0.1174480058714163,x
1000,0.32653061224489793,relu,,0.25,mse,0.08669132039173601,x
1000,0.3469387755102041,relu,18.0,0.25,SE,0.10445080157101812,x
1000,0.3469387755102041,relu,36.0,0.25,EP,0.13462760151697903,x
1000,0.3469387755102041,relu,,0.25,mse,0.12393021381661004,x
1000,0.36734693877551017,relu,22.0,0.25,SE,0.08960643502616641,x
1000,0.36734693877551017,relu,28.0,0.25,EP,0.09728822546740358,x
1000,0.36734693877551017,relu,,0.25,mse,0.08296465028823323,x
1000,0.3877551020408163,relu,28.0,0.25,SE,0.07370418590139588,x
1000,0.3877551020408163,relu,200.0,0.25,EP,0.06062332106482467,x
1000,0.3877551020408163,relu,,0.25,mse,0.08084325790276148,x
1000,0.4081632653061224,relu,48.0,0.25,SE,0.052992155327176646,x
1000,0.4081632653061224,relu,70.0,0.25,EP,0.07045915101100282,x
1000,0.4081632653061224,relu,,0.25,mse,0.1028570697985269,x
1000,0.42857142857142855,relu,63.0,0.25,SE,7.08367651920393e-07,x
1000,0.42857142857142855,relu,85.0,0.25,EP,0.046083722665378114,x
1000,0.42857142857142855,relu,,0.25,mse,0.058045666880403454,x
1000,0.44897959183673464,relu,35.0,0.25,SE,5.105183846219529e-07,x
1000,0.44897959183673464,relu,43.0,0.25,EP,3.70465644096345e-07,x
1000,0.44897959183673464,relu,,0.25,mse,5.155910894816634e-07,x
1000,0.4693877551020408,relu,27.0,0.25,SE,2.7814284874694847e-07,x
1000,0.4693877551020408,relu,26.0,0.25,EP,5.232669660090041e-07,x
1000,0.4693877551020408,relu,,0.25,mse,5.662866255082127e-07,x
1000,0.4897959183673469,relu,22.0,0.25,SE,4.661085008550705e-07,x
1000,0.4897959183673469,relu,20.0,0.25,EP,2.835465628623144e-07,x
1000,0.4897959183673469,relu,,0.25,mse,2.964881130847637e-07,x
1000,0.5102040816326531,relu,19.0,0.25,SE,4.2227775037673276e-07,x
1000,0.5102040816326531,relu,23.0,0.25,EP,5.200738672615477e-07,x
1000,0.5102040816326531,relu,,0.25,mse,5.037447523959251e-07,x
1000,0.5306122448979591,relu,17.0,0.25,SE,3.5569165655968126e-07,x
1000,0.5306122448979591,relu,17.0,0.25,EP,4.6008767673271926e-07,x
1000,0.5306122448979591,relu,,0.25,mse,6.409415665250614e-07,x
1000,0.5510204081632653,relu,16.0,0.25,SE,1.360930294647589e-07,x
1000,0.5510204081632653,relu,18.0,0.25,EP,2.243465656326749e-07,x
1000,0.5510204081632653,relu,,0.25,mse,1.770986115503353e-07,x
1000,0.5714285714285714,relu,14.0,0.25,SE,3.1484308924000897e-07,x
1000,0.5714285714285714,relu,12.0,0.25,EP,2.5835181708295434e-07,x
1000,0.5714285714285714,relu,,0.25,mse,2.743349663605599e-07,x
1000,0.5918367346938775,relu,13.0,0.25,SE,2.640470636276533e-07,x
1000,0.5918367346938775,relu,13.0,0.25,EP,3.4536214005413647e-07,x
1000,0.5918367346938775,relu,,0.25,mse,4.111389539896152e-07,x
1000,0.6122448979591836,relu,12.0,0.25,SE,2.6124758626165723e-07,x
1000,0.6122448979591836,relu,14.0,0.25,EP,9.543082508821555e-08,x
1000,0.6122448979591836,relu,,0.25,mse,1.0941570716245433e-07,x
1000,0.6326530612244897,relu,12.0,0.25,SE,6.802368730400235e-08,x
1000,0.6326530612244897,relu,14.0,0.25,EP,1.2256519993560895e-07,x
1000,0.6326530612244897,relu,,0.25,mse,2.461252457610946e-07,x
1000,0.6530612244897959,relu,11.0,0.25,SE,9.420865898097102e-08,x
1000,0.6530612244897959,relu,11.0,0.25,EP,5.9460162185769376e-08,x
1000,0.6530612244897959,relu,,0.25,mse,9.36219229027187e-08,x
1000,0.673469387755102,relu,10.0,0.25,SE,1.6798990172413122e-07,x
1000,0.673469387755102,relu,10.0,0.25,EP,3.962163183598039e-08,x
1000,0.673469387755102,relu,,0.25,mse,3.1280497414427224e-08,x
1000,0.6938775510204082,relu,10.0,0.25,SE,5.398887754413193e-08,x
1000,0.6938775510204082,relu,10.0,0.25,EP,2.603141315411654e-08,x
1000,0.6938775510204082,relu,,0.25,mse,5.4555144763535974e-08,x
1000,0.7142857142857142,relu,9.0,0.25,SE,1.1925466919531617e-07,x
1000,0.7142857142857142,relu,10.0,0.25,EP,2.7775093616872045e-08,x
1000,0.7142857142857142,relu,,0.25,mse,2.723375002778977e-08,x
1000,0.7346938775510203,relu,9.0,0.25,SE,4.091965401128127e-08,x
1000,0.7346938775510203,relu,10.0,0.25,EP,2.636284436401065e-08,x
1000,0.7346938775510203,relu,,0.25,mse,5.7412059431149796e-08,x
1000,0.7551020408163265,relu,8.0,0.25,SE,1.1710873790675199e-07,x
1000,0.7551020408163265,relu,8.0,0.25,EP,1.0838328670011145e-07,x
1000,0.7551020408163265,relu,,0.25,mse,9.04944247476491e-08,x
1000,0.7755102040816326,relu,8.0,0.25,SE,4.177759234150835e-08,x
1000,0.7755102040816326,relu,7.0,0.25,EP,7.243156238494825e-08,x
1000,0.7755102040816326,relu,,0.25,mse,5.97500789546892e-08,x
1000,0.7959183673469387,relu,8.0,0.25,SE,1.426546270342689e-08,x
1000,0.7959183673469387,relu,8.0,0.25,EP,8.683991202177026e-09,x
1000,0.7959183673469387,relu,,0.25,mse,7.1669406732933505e-09,x
1000,0.8163265306122448,relu,7.0,0.25,SE,5.571421353938591e-08,x
1000,0.8163265306122448,relu,8.0,0.25,EP,1.4076772827222145e-08,x
1000,0.8163265306122448,relu,,0.25,mse,1.32617543351385e-08,x
1000,0.836734693877551,relu,7.0,0.25,SE,1.879651007838323e-08,x
1000,0.836734693877551,relu,7.0,0.25,EP,1.488327307975449e-08,x
1000,0.836734693877551,relu,,0.25,mse,1.819676105570197e-08,x
1000,0.8571428571428571,relu,7.0,0.25,SE,5.558906199715845e-09,x
1000,0.8571428571428571,relu,7.0,0.25,EP,5.283653026195322e-09,x
1000,0.8571428571428571,relu,,0.25,mse,5.280550112946126e-09,x
1000,0.8775510204081632,relu,6.0,0.25,SE,2.990814134749388e-08,x
1000,0.8775510204081632,relu,6.0,0.25,EP,2.05255829548098e-08,x
1000,0.8775510204081632,relu,,0.25,mse,1.5039381617803583e-08,x
1000,0.8979591836734693,relu,6.0,0.25,SE,8.336396169686676e-09,x
1000,0.8979591836734693,relu,6.0,0.25,EP,1.0187822079964537e-08,x
1000,0.8979591836734693,relu,,0.25,mse,7.45638433743115e-09,x
1000,0.9183673469387754,relu,6.0,0.25,SE,1.9751124031315054e-09,x
1000,0.9183673469387754,relu,6.0,0.25,EP,2.088098138816126e-09,x
1000,0.9183673469387754,relu,,0.25,mse,1.991477318934679e-09,x
1000,0.9387755102040816,relu,5.0,0.25,SE,1.0799873190573595e-08,x
1000,0.9387755102040816,relu,5.0,0.25,EP,1.3197534108776056e-08,x
1000,0.9387755102040816,relu,,0.25,mse,1.1774620786740923e-08,x
1000,0.9591836734693877,relu,5.0,0.25,SE,1.662305179547511e-09,x
1000,0.9591836734693877,relu,5.0,0.25,EP,1.279170937610544e-09,x
1000,0.9591836734693877,relu,,0.25,mse,1.8008189643655364e-09,x
1000,0.9795918367346939,relu,4.0,0.25,SE,5.204725298248785e-09,x
1000,0.9795918367346939,relu,4.0,0.25,EP,4.4469283131255195e-09,x
1000,0.9795918367346939,relu,,0.25,mse,9.1338015664909e-09,x
1000,1.0,relu,2.0,0.25,SE,2.403856849688523e-09,x
1000,1.0,relu,2.0,0.25,EP,2.5291696725354523e-09,x
1000,1.0,relu,,0.25,mse,1.1286093326944147e-09,x
1000,0.02040816326530612,relu,3.0,0.5,SE,0.489994130311926,x
1000,0.02040816326530612,relu,5.0,0.5,EP,0.4908349063044578,x
1000,0.02040816326530612,relu,,0.5,mse,0.5118473121916687,x
1000,0.04081632653061224,relu,3.0,0.5,SE,0.4799542312170217,x
1000,0.04081632653061224,relu,7.0,0.5,EP,0.48864864844081723,x
1000,0.04081632653061224,relu,,0.5,mse,0.4835118352670312,x
1000,0.061224489795918366,relu,3.0,0.5,SE,0.4693425343072285,x
1000,0.061224489795918366,relu,6.0,0.5,EP,0.47509251090402427,x
1000,0.061224489795918366,relu,,0.5,mse,0.5204588522715378,x
1000,0.08163265306122448,relu,3.0,0.5,SE,0.45914280262888885,x
1000,0.08163265306122448,relu,8.0,0.5,EP,0.47529132013590064,x
1000,0.08163265306122448,relu,,0.5,mse,0.4641633893433595,x
1000,0.1020408163265306,relu,4.0,0.5,SE,0.44831155935336353,x
1000,0.1020408163265306,relu,7.0,0.5,EP,0.4378697428090042,x
1000,0.1020408163265306,relu,,0.5,mse,0.3963583640466056,x
1000,0.12244897959183673,relu,4.0,0.5,SE,0.43786285300507377,x
1000,0.12244897959183673,relu,7.0,0.5,EP,0.4309933732374616,x
1000,0.12244897959183673,relu,,0.5,mse,0.38623259325092146,x
1000,0.14285714285714285,relu,4.0,0.5,SE,0.42727087695773663,x
1000,0.14285714285714285,relu,6.0,0.5,EP,0.4228680113350913,x
1000,0.14285714285714285,relu,,0.5,mse,0.4340135306354739,x
1000,0.16326530612244897,relu,4.0,0.5,SE,0.4159842465298828,x
1000,0.16326530612244897,relu,8.0,0.5,EP,0.4121743162940253,x
1000,0.16326530612244897,relu,,0.5,mse,0.4261705661559613,x
1000,0.18367346938775508,relu,5.0,0.5,SE,0.4050700864544879,x
1000,0.18367346938775508,relu,10.0,0.5,EP,0.4087975425601054,x
1000,0.18367346938775508,relu,,0.5,mse,0.4881457436492178,x
1000,0.2040816326530612,relu,5.0,0.5,SE,0.39343083473459045,x
1000,0.2040816326530612,relu,8.0,0.5,EP,0.40204443288834407,x
1000,0.2040816326530612,relu,,0.5,mse,0.379500232722319,x
1000,0.22448979591836732,relu,5.0,0.5,SE,0.38217067143954764,x
1000,0.22448979591836732,relu,9.0,0.5,EP,0.3902725638422099,x
1000,0.22448979591836732,relu,,0.5,mse,0.38983564932864967,x
1000,0.24489795918367346,relu,5.0,0.5,SE,0.37073638623209376,x
1000,0.24489795918367346,relu,7.0,0.5,EP,0.36641977528888375,x
1000,0.24489795918367346,relu,,0.5,mse,0.35505492341816786,x
1000,0.26530612244897955,relu,6.0,0.5,SE,0.35854011386156365,x
1000,0.26530612244897955,relu,11.0,0.5,EP,0.360226215477081,x
1000,0.26530612244897955,relu,,0.5,mse,0.3365172184811924,x
1000,0.2857142857142857,relu,6.0,0.5,SE,0.3467410348976509,x
1000,0.2857142857142857,relu,11.0,0.5,EP,0.33241710247861345,x
1000,0.2857142857142857,relu,,0.5,mse,0.300562256258323,x
1000,0.3061224489795918,relu,6.0,0.5,SE,0.3341566291834488,x
1000,0.3061224489795918,relu,9.0,0.5,EP,0.3275635340999973,x
1000,0.3061224489795918,relu,,0.5,mse,0.34230132873287833,x
1000,0.32653061224489793,relu,6.0,0.5,SE,0.32198269696786436,x
1000,0.32653061224489793,relu,10.0,0.5,EP,0.324249385599711,x
1000,0.32653061224489793,relu,,0.5,mse,0.33077951003216977,x
1000,0.3469387755102041,relu,7.0,0.5,SE,0.3096212747842658,x
1000,0.3469387755102041,relu,10.0,0.5,EP,0.3294147172868845,x
1000,0.3469387755102041,relu,,0.5,mse,0.368124891235847,x
1000,0.36734693877551017,relu,7.0,0.5,SE,0.29643582460901496,x
1000,0.36734693877551017,relu,11.0,0.5,EP,0.3026978847156964,x
1000,0.36734693877551017,relu,,0.5,mse,0.3265587486924039,x
1000,0.3877551020408163,relu,7.0,0.5,SE,0.2836767885988465,x
1000,0.3877551020408163,relu,11.0,0.5,EP,0.2803999788799128,x
1000,0.3877551020408163,relu,,0.5,mse,0.3168843740609793,x
1000,0.4081632653061224,relu,8.0,0.5,SE,0.27006081017411016,x
1000,0.4081632653061224,relu,11.0,0.5,EP,0.2908011668583815,x
1000,0.4081632653061224,relu,,0.5,mse,0.3033476754149603,x
1000,0.42857142857142855,relu,8.0,0.5,SE,0.25687605884784775,x
1000,0.42857142857142855,relu,13.0,0.5,EP,0.23841339747376933,x
1000,0.42857142857142855,relu,,0.5,mse,0.23207604564038006,x
1000,0.44897959183673464,relu,9.0,0.5,SE,0.24346803002015424,x
1000,0.44897959183673464,relu,12.0,0.5,EP,0.2398825817795958,x
1000,0.44897959183673464,relu,,0.5,mse,0.28309768864516716,x
1000,0.4693877551020408,relu,9.0,0.5,SE,0.2291338775624491,x
1000,0.4693877551020408,relu,14.0,0.5,EP,0.20893897999192693,x
1000,0.4693877551020408,relu,,0.5,mse,0.23422903469198614,x
1000,0.4897959183673469,relu,10.0,0.5,SE,0.21521881560613268,x
1000,0.4897959183673469,relu,12.0,0.5,EP,0.22867930942509038,x
1000,0.4897959183673469,relu,,0.5,mse,0.2870006311547434,x
1000,0.5102040816326531,relu,10.0,0.5,SE,0.2003038400506237,x
1000,0.5102040816326531,relu,17.0,0.5,EP,0.21484204021154285,x
1000,0.5102040816326531,relu,,0.5,mse,0.20584784611437737,x
1000,0.5306122448979591,relu,11.0,0.5,SE,0.18577333194872797,x
1000,0.5306122448979591,relu,24.0,0.5,EP,0.17807338107133744,x
1000,0.5306122448979591,relu,,0.5,mse,0.1683870262323581,x
1000,0.5510204081632653,relu,12.0,0.5,SE,0.1701217291435024,x
1000,0.5510204081632653,relu,19.0,0.5,EP,0.18629684194391363,x
1000,0.5510204081632653,relu,,0.5,mse,0.1718687921972018,x
1000,0.5714285714285714,relu,13.0,0.5,SE,0.1547682155015187,x
1000,0.5714285714285714,relu,16.0,0.5,EP,0.15046455508741668,x
1000,0.5714285714285714,relu,,0.5,mse,0.1704252746412112,x
1000,0.5918367346938775,relu,15.0,0.5,SE,0.13887288491602565,x
1000,0.5918367346938775,relu,30.0,0.5,EP,0.14051709547138536,x
1000,0.5918367346938775,relu,,0.5,mse,0.13845076060895026,x
1000,0.6122448979591836,relu,17.0,0.5,SE,0.12141670024479857,x
1000,0.6122448979591836,relu,34.0,0.5,EP,0.10605316934751245,x
1000,0.6122448979591836,relu,,0.5,mse,0.11819543603338051,x
1000,0.6326530612244897,relu,21.0,0.5,SE,0.1037471923012308,x
1000,0.6326530612244897,relu,58.0,0.5,EP,0.06080690911326605,x
1000,0.6326530612244897,relu,,0.5,mse,0.053168812650820414,x
1000,0.6530612244897959,relu,27.0,0.5,SE,0.08337048418338255,x
1000,0.6530612244897959,relu,65.0,0.5,EP,0.059981881504494204,x
1000,0.6530612244897959,relu,,0.5,mse,0.06312342730946642,x
1000,0.673469387755102,relu,44.0,0.5,SE,0.06002835679029889,x
1000,0.673469387755102,relu,65.0,0.5,EP,0.07165824307415172,x
