N,alpha,f,n_iter,prior_rho,source,v,x_id
1000,0.5714285714285714,abs,,0.75,mse,0.34134394308775196,x
1000,0.5918367346938775,abs,6.0,0.75,SE,0.2925980632121217,x
1000,0.5918367346938775,abs,8.0,0.75,EP,0.3014547249649269,x
1000,0.5918367346938775,abs,,0.75,mse,0.2899907486584161,x
1000,0.6122448979591836,abs,6.0,0.75,SE,0.2754620329216349,x
1000,0.6122448979591836,abs,7.0,0.75,EP,0.27358531331478003,x
1000,0.6122448979591836,abs,,0.75,mse,0.2614135265390974,x
1000,0.6326530612244897,abs,7.0,0.75,SE,0.2590482847638875,x
1000,0.6326530612244897,abs,10.0,0.75,EP,0.2651699390831426,x
1000,0.6326530612244897,abs,,0.75,mse,0.2841490813468299,x
1000,0.6530612244897959,abs,7.0,0.75,SE,0.24170491247877157,x
1000,0.6530612244897959,abs,8.0,0.75,EP,0.22987287955094748,x
1000,0.6530612244897959,abs,,0.75,mse,0.21744733095281968,x
1000,0.673469387755102,abs,7.0,0.75,SE,0.22507085181839998,x
1000,0.673469387755102,abs,12.0,0.75,EP,0.22909223157134315,x
1000,0.673469387755102,abs,,0.75,mse,0.19261491471951386,x
1000,0.6938775510204082,abs,7.0,0.75,SE,0.20830698221138036,x
1000,0.6938775510204082,abs,12.0,0.75,EP,0.20878345068219856,x
1000,0.6938775510204082,abs,,0.75,mse,0.21915846513997303,x
1000,0.7142857142857142,abs,8.0,0.75,SE,0.19054190171635457,x
1000,0.7142857142857142,abs,8.0,0.75,EP,0.17684852010718563,x
1000,0.7142857142857142,abs,,0.75,mse,0.19345774691959025,x
1000,0.7346938775510203,abs,8.0,0.75,SE,0.17343803446850736,x
1000,0.7346938775510203,abs,12.0,0.75,EP,0.1864119594850101,x
1000,0.7346938775510203,abs,,0.75,mse,0.2138101668222867,x
1000,0.7551020408163265,abs,9.0,0.75,SE,0.15523937231830412,x
1000,0.7551020408163265,abs,11.0,0.75,EP,0.16218745328546466,x
1000,0.7551020408163265,abs,,0.75,mse,0.14495498865203665,x
1000,0.7755102040816326,abs,10.0,0.75,SE,0.13761657198830288,x
1000,0.7755102040816326,abs,16.0,0.75,EP,0.14073125025872904,x
1000,0.7755102040816326,abs,,0.75,mse,0.13032315731585783,x
1000,0.7959183673469387,abs,11.0,0.75,SE,0.11961405296834245,x
1000,0.7959183673469387,abs,24.0,0.75,EP,0.1201359049565888,x
1000,0.7959183673469387,abs,,0.75,mse,0.10167647420953252,x
1000,0.8163265306122448,abs,12.0,0.75,SE,0.1001245385004183,x
1000,0.8163265306122448,abs,21.0,0.75,EP,0.09912850292771283,x
1000,0.8163265306122448,abs,,0.75,mse,0.11729015004881425,x
1000,0.836734693877551,abs,15.0,0.75,SE,0.08066966615483857,x
1000,0.836734693877551,abs,22.0,0.75,EP,0.08173468289710975,x
1000,0.836734693877551,abs,,0.75,mse,0.09543902413344717,x
1000,0.8571428571428571,abs,21.0,0.75,SE,0.05839009483231073,x
1000,0.8571428571428571,abs,26.0,0.75,EP,0.07792535874751509,x
1000,0.8571428571428571,abs,,0.75,mse,0.07670295804371127,x
1000,0.8775510204081632,abs,54.0,0.75,SE,0.030614019195048518,x
1000,0.8775510204081632,abs,36.0,0.75,EP,3.954604035576824e-07,x
1000,0.8775510204081632,abs,,0.75,mse,3.6695207400399513e-07,x
1000,0.8979591836734693,abs,26.0,0.75,SE,3.984417228272782e-07,x
1000,0.8979591836734693,abs,21.0,0.75,EP,1.687577031909991e-07,x
1000,0.8979591836734693,abs,,0.75,mse,1.7776752383106005e-07,x
1000,0.9183673469387754,abs,16.0,0.75,SE,3.3860927059705027e-07,x
1000,0.9183673469387754,abs,21.0,0.75,EP,1.8940202817329176e-07,x
1000,0.9183673469387754,abs,,0.75,mse,1.8793265740876518e-07,x
1000,0.9387755102040816,abs,12.0,0.75,SE,1.279002197353732e-07,x
1000,0.9387755102040816,abs,11.0,0.75,EP,2.39135684381346e-07,x
1000,0.9387755102040816,abs,,0.75,mse,2.495659672806704e-07,x
1000,0.9591836734693877,abs,9.0,0.75,SE,6.123991773395695e-08,x
1000,0.9591836734693877,abs,9.0,0.75,EP,3.5342951146328054e-08,x
1000,0.9591836734693877,abs,,0.75,mse,2.1676156376316898e-08,x
1000,0.9795918367346939,abs,7.0,0.75,SE,9.999454959272411e-09,x
1000,0.9795918367346939,abs,7.0,0.75,EP,4.294962757982934e-08,x
1000,0.9795918367346939,abs,,0.75,mse,2.056345482528857e-08,x
1000,1.0,abs,2.0,0.75,SE,2.0522900785686265e-09,x
1000,1.0,abs,2.0,0.75,EP,2.016831430909455e-09,x
1000,1.0,abs,,0.75,mse,1.1926642506025366e-09,x
1000,0.02040816326530612,sgn,3.0,0.25,SE,0.24497364259738158,x
1000,0.02040816326530612,sgn,6.0,0.25,EP,0.25024399122846597,x
1000,0.02040816326530612,sgn,,0.25,mse,0.28511187833203927,x
1000,0.04081632653061224,sgn,3.0,0.25,SE,0.23979612188141142,x
1000,0.04081632653061224,sgn,10.0,0.25,EP,0.25564941707441385,x
1000,0.04081632653061224,sgn,,0.25,mse,0.25541890433829983,x
1000,0.061224489795918366,sgn,4.0,0.25,SE,0.2340594245608189,x
1000,0.061224489795918366,sgn,7.0,0.25,EP,0.23820372928491765,x
1000,0.061224489795918366,sgn,,0.25,mse,0.24445670992861357,x
1000,0.08163265306122448,sgn,4.0,0.25,SE,0.22821525891357622,x
1000,0.08163265306122448,sgn,9.0,0.25,EP,0.2228892860977473,x
1000,0.08163265306122448,sgn,,0.25,mse,0.2518833607954211,x
1000,0.1020408163265306,sgn,5.0,0.25,SE,0.22161585787245489,x
1000,0.1020408163265306,sgn,15.0,0.25,EP,0.22376335235355171,x
1000,0.1020408163265306,sgn,,0.25,mse,0.25927278514835417,x
1000,0.12244897959183673,sgn,5.0,0.25,SE,0.2148573636695014,x
1000,0.12244897959183673,sgn,16.0,0.25,EP,0.22578910829115506,x
1000,0.12244897959183673,sgn,,0.25,mse,0.24704325411596573,x
1000,0.14285714285714285,sgn,6.0,0.25,SE,0.207622205869392,x
1000,0.14285714285714285,sgn,11.0,0.25,EP,0.19710763004167753,x
1000,0.14285714285714285,sgn,,0.25,mse,0.16487901051213924,x
1000,0.16326530612244897,sgn,6.0,0.25,SE,0.19950671288651028,x
1000,0.16326530612244897,sgn,12.0,0.25,EP,0.20423256358252076,x
1000,0.16326530612244897,sgn,,0.25,mse,0.1997277131355522,x
1000,0.18367346938775508,sgn,7.0,0.25,SE,0.19128220959302172,x
1000,0.18367346938775508,sgn,12.0,0.25,EP,0.1901991621774697,x
1000,0.18367346938775508,sgn,,0.25,mse,0.18012695892023253,x
1000,0.2040816326530612,sgn,8.0,0.25,SE,0.18212494334961982,x
1000,0.2040816326530612,sgn,29.0,0.25,EP,0.18686095907428787,x
1000,0.2040816326530612,sgn,,0.25,mse,0.14874746775069378,x
1000,0.22448979591836732,sgn,8.0,0.25,SE,0.17290275892104326,x
1000,0.22448979591836732,sgn,14.0,0.25,EP,0.17241048082350982,x
1000,0.22448979591836732,sgn,,0.25,mse,0.18544197640966542,x
1000,0.24489795918367346,sgn,9.0,0.25,SE,0.16318132518875222,x
1000,0.24489795918367346,sgn,18.0,0.25,EP,0.167912074473022,x
1000,0.24489795918367346,sgn,,0.25,mse,0.2253707816004959,x
1000,0.26530612244897955,sgn,10.0,0.25,SE,0.15241614491179248,x
1000,0.26530612244897955,sgn,13.0,0.25,EP,0.15688881949333142,x
1000,0.26530612244897955,sgn,,0.25,mse,0.1673580134283415,x
1000,0.2857142857142857,sgn,12.0,0.25,SE,0.14159870569077365,x
1000,0.2857142857142857,sgn,18.0,0.25,EP,0.15471539443203275,x
1000,0.2857142857142857,sgn,,0.25,mse,0.15632428508652857,x
1000,0.3061224489795918,sgn,13.0,0.25,SE,0.12958940200643745,x
1000,0.3061224489795918,sgn,21.0,0.25,EP,0.11051389465918124,x
1000,0.3061224489795918,sgn,,0.25,mse,0.09006537174794761,x
1000,0.32653061224489793,sgn,15.0,0.25,SE,0.11744126867197226,x
1000,0.32653061224489793,sgn,17.0,0.25,EP,0.11554833761996205,x
1000,0.32653061224489793,sgn,,0.25,mse,0.10601095787424443,x
1000,0.3469387755102041,sgn,18.0,0.25,SE,0.10445080151699157,x
1000,0.3469387755102041,sgn,26.0,0.25,EP,0.13468704863456607,x
1000,0.3469387755102041,sgn,,0.25,mse,0.1288149911114969,x
1000,0.36734693877551017,sgn,22.0,0.25,SE,0.08960643495188074,x
1000,0.36734693877551017,sgn,57.0,0.25,EP,0.07644652425652824,x
1000,0.36734693877551017,sgn,,0.25,mse,0.08236127893085594,x
1000,0.3877551020408163,sgn,28.0,0.25,SE,0.07370418578984642,x
1000,0.3877551020408163,sgn,31.0,0.25,EP,0.0975677037568305,x
1000,0.3877551020408163,sgn,,0.25,mse,0.12682522699152993,x
1000,0.4081632653061224,sgn,48.0,0.25,SE,0.05299215509906244,x
1000,0.4081632653061224,sgn,87.0,0.25,EP,0.06883936477174521,x
1000,0.4081632653061224,sgn,,0.25,mse,0.07134245163347526,x
1000,0.42857142857142855,sgn,63.0,0.25,SE,7.083067374866701e-07,x
1000,0.42857142857142855,sgn,51.0,0.25,EP,3.877514093106984e-07,x
1000,0.42857142857142855,sgn,,0.25,mse,3.4937896481610483e-07,x
1000,0.44897959183673464,sgn,35.0,0.25,SE,5.104613432054776e-07,x
1000,0.44897959183673464,sgn,200.0,0.25,EP,0.05168033654818144,x
1000,0.44897959183673464,sgn,,0.25,mse,0.04743641371248304,x
1000,0.4693877551020408,sgn,27.0,0.25,SE,2.7808804431742244e-07,x
1000,0.4693877551020408,sgn,23.0,0.25,EP,3.659937015159749e-07,x
1000,0.4693877551020408,sgn,,0.25,mse,3.518426375747214e-07,x
1000,0.4897959183673469,sgn,22.0,0.25,SE,4.660532451832612e-07,x
1000,0.4897959183673469,sgn,21.0,0.25,EP,3.07866867606226e-07,x
1000,0.4897959183673469,sgn,,0.25,mse,3.542872744531915e-07,x
1000,0.5102040816326531,sgn,19.0,0.25,SE,4.2222165960961783e-07,x
1000,0.5102040816326531,sgn,18.0,0.25,EP,2.0347488594376469e-07,x
1000,0.5102040816326531,sgn,,0.25,mse,1.8509966987425653e-07,x
1000,0.5306122448979591,sgn,17.0,0.25,SE,3.5563514448993104e-07,x
1000,0.5306122448979591,sgn,15.0,0.25,EP,1.5232635354342872e-07,x
1000,0.5306122448979591,sgn,,0.25,mse,1.098536799306341e-07,x
1000,0.5510204081632653,sgn,16.0,0.25,SE,1.3603485970415456e-07,x
1000,0.5510204081632653,sgn,18.0,0.25,EP,2.958511355763735e-07,x
1000,0.5510204081632653,sgn,,0.25,mse,3.5226552666668834e-07,x
1000,0.5714285714285714,sgn,14.0,0.25,SE,3.1478320454774735e-07,x
1000,0.5714285714285714,sgn,14.0,0.25,EP,1.7528613882493282e-07,x
1000,0.5714285714285714,sgn,,0.25,mse,1.4513632372727338e-07,x
1000,0.5918367346938775,sgn,13.0,0.25,SE,2.6398504119596476e-07,x
1000,0.5918367346938775,sgn,13.0,0.25,EP,8.267978144955473e-08,x
1000,0.5918367346938775,sgn,,0.25,mse,8.453984875354582e-08,x
1000,0.6122448979591836,sgn,12.0,0.25,SE,2.611816583436219e-07,x
1000,0.6122448979591836,sgn,12.0,0.25,EP,2.706721791237724e-07,x
1000,0.6122448979591836,sgn,,0.25,mse,1.9800698054469212e-07,x
1000,0.6326530612244897,sgn,12.0,0.25,SE,6.795510239028266e-08,x
1000,0.6326530612244897,sgn,11.0,0.25,EP,1.7802724162274258e-07,x
1000,0.6326530612244897,sgn,,0.25,mse,1.5388236303030276e-07,x
1000,0.6530612244897959,sgn,11.0,0.25,SE,9.413617639866152e-08,x
1000,0.6530612244897959,sgn,11.0,0.25,EP,5.382322394255268e-08,x
1000,0.6530612244897959,sgn,,0.25,mse,4.6377398798551376e-08,x
1000,0.673469387755102,sgn,10.0,0.25,SE,1.6790931557030279e-07,x
1000,0.673469387755102,sgn,10.0,0.25,EP,1.7551322673296463e-07,x
1000,0.673469387755102,sgn,,0.25,mse,1.5197348064401252e-07,x
1000,0.6938775510204082,sgn,10.0,0.25,SE,5.390515697236813e-08,x
1000,0.6938775510204082,sgn,10.0,0.25,EP,7.989430680988727e-08,x
1000,0.6938775510204082,sgn,,0.25,mse,6.391508703838491e-08,x
1000,0.7142857142857142,sgn,9.0,0.25,SE,1.1916178547154505e-07,x
1000,0.7142857142857142,sgn,9.0,0.25,EP,4.7436038565908715e-08,x
1000,0.7142857142857142,sgn,,0.25,mse,9.937446371560573e-08,x
1000,0.7346938775510203,sgn,9.0,0.25,SE,4.0819228031939994e-08,x
1000,0.7346938775510203,sgn,10.0,0.25,EP,7.857999656027168e-08,x
1000,0.7346938775510203,sgn,,0.25,mse,8.403257336789763e-08,x
1000,0.7551020408163265,sgn,8.0,0.25,SE,1.1699617811832252e-07,x
1000,0.7551020408163265,sgn,8.0,0.25,EP,2.0853766429844406e-08,x
1000,0.7551020408163265,sgn,,0.25,mse,1.9014768571309754e-08,x
1000,0.7755102040816326,sgn,8.0,0.25,SE,4.1655293176523276e-08,x
1000,0.7755102040816326,sgn,8.0,0.25,EP,4.002018233878961e-08,x
1000,0.7755102040816326,sgn,,0.25,mse,4.0797656599605626e-08,x
1000,0.7959183673469387,sgn,8.0,0.25,SE,1.413056804057642e-08,x
1000,0.7959183673469387,sgn,8.0,0.25,EP,7.961374924865254e-09,x
1000,0.7959183673469387,sgn,,0.25,mse,5.639599354426995e-09,x
1000,0.8163265306122448,sgn,7.0,0.25,SE,5.555515090670325e-08,x
1000,0.8163265306122448,sgn,7.0,0.25,EP,6.978139908129323e-08,x
1000,0.8163265306122448,sgn,,0.25,mse,8.45962103977566e-08,x
1000,0.836734693877551,sgn,7.0,0.25,SE,1.862018482133954e-08,x
1000,0.836734693877551,sgn,7.0,0.25,EP,2.4429694010225557e-08,x
1000,0.836734693877551,sgn,,0.25,mse,2.427745544814041e-08,x
1000,0.8571428571428571,sgn,7.0,0.25,SE,5.361778695120141e-09,x
1000,0.8571428571428571,sgn,6.0,0.25,EP,4.3806967419553044e-08,x
1000,0.8571428571428571,sgn,,0.25,mse,3.265999836800775e-08,x
1000,0.8775510204081632,sgn,6.0,0.25,SE,2.9666958124777492e-08,x
1000,0.8775510204081632,sgn,6.0,0.25,EP,2.976916754980895e-08,x
1000,0.8775510204081632,sgn,,0.25,mse,2.914198303664213e-08,x
1000,0.8979591836734693,sgn,6.0,0.25,SE,8.052696576921885e-09,x
1000,0.8979591836734693,sgn,6.0,0.25,EP,4.8848515693046355e-09,x
1000,0.8979591836734693,sgn,,0.25,mse,3.9896784668471e-09,x
1000,0.9183673469387754,sgn,6.0,0.25,SE,1.6963345475676974e-09,x
1000,0.9183673469387754,sgn,6.0,0.25,EP,2.0956657145039796e-09,x
1000,0.9183673469387754,sgn,,0.25,mse,1.8178631438585824e-09,x
1000,0.9387755102040816,sgn,5.0,0.25,SE,1.0312468035637378e-08,x
1000,0.9387755102040816,sgn,5.0,0.25,EP,6.366960131991075e-09,x
1000,0.9387755102040816,sgn,,0.25,mse,7.0595200113018275e-09,x
1000,0.9591836734693877,sgn,5.0,0.25,SE,1.2412284298227742e-09,x
1000,0.9591836734693877,sgn,5.0,0.25,EP,1.5764917699427285e-09,x
1000,0.9591836734693877,sgn,,0.25,mse,1.5801946350018491e-09,x
1000,0.9795918367346939,sgn,4.0,0.25,SE,4.220169028594189e-09,x
1000,0.9795918367346939,sgn,4.0,0.25,EP,8.766611882363911e-09,x
1000,0.9795918367346939,sgn,,0.25,mse,1.6816706415664336e-08,x
1000,1.0,sgn,2.0,0.25,SE,3.784007572743641e-10,x
1000,1.0,sgn,2.0,0.25,EP,4.339971825662436e-10,x
1000,1.0,sgn,,0.25,mse,6.976410649707627e-10,x
1000,0.02040816326530612,sgn,3.0,0.5,SE,0.48999413031155764,x
1000,0.02040816326530612,sgn,4.0,0.5,EP,0.48739614215851434,x
1000,0.02040816326530612,sgn,,0.5,mse,0.4767583815900218,x
1000,0.04081632653061224,sgn,3.0,0.5,SE,0.4799542312162439,x
1000,0.04081632653061224,sgn,5.0,0.5,EP,0.4726403813528724,x
1000,0.04081632653061224,sgn,,0.5,mse,0.48895419518662836,x
1000,0.061224489795918366,sgn,3.0,0.5,SE,0.4693425343059242,x
1000,0.061224489795918366,sgn,6.0,0.5,EP,0.4688509455023231,x
1000,0.061224489795918366,sgn,,0.5,mse,0.505100703645081,x
1000,0.08163265306122448,sgn,3.0,0.5,SE,0.459142802627071,x
1000,0.08163265306122448,sgn,7.0,0.5,EP,0.4580923993110767,x
1000,0.08163265306122448,sgn,,0.5,mse,0.4654055863587761,x
1000,0.1020408163265306,sgn,4.0,0.5,SE,0.4483115593509642,x
1000,0.1020408163265306,sgn,6.0,0.5,EP,0.4362413212951126,x
1000,0.1020408163265306,sgn,,0.5,mse,0.4170947485501141,x
1000,0.12244897959183673,sgn,4.0,0.5,SE,0.4378628530020672,x
1000,0.12244897959183673,sgn,7.0,0.5,EP,0.4261786403845847,x
1000,0.12244897959183673,sgn,,0.5,mse,0.4595552771175991,x
1000,0.14285714285714285,sgn,4.0,0.5,SE,0.4272708769540442,x
1000,0.14285714285714285,sgn,7.0,0.5,EP,0.42628216202931674,x
1000,0.14285714285714285,sgn,,0.5,mse,0.4553074724056777,x
1000,0.16326530612244897,sgn,4.0,0.5,SE,0.41598424652541366,x
1000,0.16326530612244897,sgn,7.0,0.5,EP,0.42308601996929224,x
1000,0.16326530612244897,sgn,,0.5,mse,0.447481949376856,x
1000,0.18367346938775508,sgn,5.0,0.5,SE,0.40507008644920645,x
1000,0.18367346938775508,sgn,9.0,0.5,EP,0.4233192704754122,x
1000,0.18367346938775508,sgn,,0.5,mse,0.3986121921137462,x
1000,0.2040816326530612,sgn,5.0,0.5,SE,0.3934308347282348,x
1000,0.2040816326530612,sgn,8.0,0.5,EP,0.38544631699792437,x
1000,0.2040816326530612,sgn,,0.5,mse,0.36006182456293667,x
1000,0.22448979591836732,sgn,5.0,0.5,SE,0.38217067143206473,x
1000,0.22448979591836732,sgn,8.0,0.5,EP,0.37096630093908917,x
1000,0.22448979591836732,sgn,,0.5,mse,0.3773535227549876,x
1000,0.24489795918367346,sgn,5.0,0.5,SE,0.3707363862234408,x
1000,0.24489795918367346,sgn,9.0,0.5,EP,0.36396075520441884,x
1000,0.24489795918367346,sgn,,0.5,mse,0.3774500092263586,x
1000,0.26530612244897955,sgn,6.0,0.5,SE,0.35854011385162426,x
1000,0.26530612244897955,sgn,9.0,0.5,EP,0.3525118975749734,x
1000,0.26530612244897955,sgn,,0.5,mse,0.34855631093808226,x
1000,0.2857142857142857,sgn,6.0,0.5,SE,0.3467410348863337,x
1000,0.2857142857142857,sgn,9.0,0.5,EP,0.34844169514291107,x
1000,0.2857142857142857,sgn,,0.5,mse,0.3285562533625608,x
1000,0.3061224489795918,sgn,6.0,0.5,SE,0.3341566291706791,x
1000,0.3061224489795918,sgn,8.0,0.5,EP,0.3278404980261729,x
1000,0.3061224489795918,sgn,,0.5,mse,0.37551194504859847,x
1000,0.32653061224489793,sgn,6.0,0.5,SE,0.3219826969531384,x
1000,0.32653061224489793,sgn,9.0,0.5,EP,0.3119565046106262,x
1000,0.32653061224489793,sgn,,0.5,mse,0.3023853359214996,x
1000,0.3469387755102041,sgn,7.0,0.5,SE,0.3096212747675152,x
1000,0.3469387755102041,sgn,11.0,0.5,EP,0.31593076495433453,x
1000,0.3469387755102041,sgn,,0.5,mse,0.3795815703840441,x
1000,0.36734693877551017,sgn,7.0,0.5,SE,0.2964358245898578,x
1000,0.36734693877551017,sgn,12.0,0.5,EP,0.29693193027656706,x
1000,0.36734693877551017,sgn,,0.5,mse,0.27649840415158483,x
1000,0.3877551020408163,sgn,7.0,0.5,SE,0.2836767885775519,x
1000,0.3877551020408163,sgn,10.0,0.5,EP,0.2851458498405618,x
1000,0.3877551020408163,sgn,,0.5,mse,0.26817009750087856,x
1000,0.4081632653061224,sgn,8.0,0.5,SE,0.2700608101494653,x
1000,0.4081632653061224,sgn,10.0,0.5,EP,0.28544613114699185,x
1000,0.4081632653061224,sgn,,0.5,mse,0.26099606802264713,x
1000,0.42857142857142855,sgn,8.0,0.5,SE,0.2568760588196108,x
1000,0.42857142857142855,sgn,7.0,0.5,EP,0.25443142971472255,x
1000,0.42857142857142855,sgn,,0.5,mse,0.21762079407414484,x
1000,0.44897959183673464,sgn,9.0,0.5,SE,0.2434680299884605,x
1000,0.44897959183673464,sgn,13.0,0.5,EP,0.23695665634352728,x
1000,0.44897959183673464,sgn,,0.5,mse,0.24441832142372488,x
1000,0.4693877551020408,sgn,9.0,0.5,SE,0.2291338775260773,x
1000,0.4693877551020408,sgn,15.0,0.5,EP,0.22464895029229512,x
1000,0.4693877551020408,sgn,,0.5,mse,0.22424946880678187,x
1000,0.4897959183673469,sgn,10.0,0.5,SE,0.21521881556424335,x
1000,0.4897959183673469,sgn,15.0,0.5,EP,0.22125524629779894,x
1000,0.4897959183673469,sgn,,0.5,mse,0.20119259175241497,x
1000,0.5102040816326531,sgn,10.0,0.5,SE,0.20030384000155255,x
1000,0.5102040816326531,sgn,16.0,0.5,EP,0.19430825845595692,x
1000,0.5102040816326531,sgn,,0.5,mse,0.21415981428961028,x
1000,0.5306122448979591,sgn,11.0,0.5,SE,0.18577333189252965,x
1000,0.5306122448979591,sgn,15.0,0.5,EP,0.20291465549775287,x
1000,0.5306122448979591,sgn,,0.5,mse,0.24149709075827422,x
1000,0.5510204081632653,sgn,12.0,0.5,SE,0.17012172907659573,x
1000,0.5510204081632653,sgn,20.0,0.5,EP,0.15965384889742745,x
1000,0.5510204081632653,sgn,,0.5,mse,0.1583768025749397,x
1000,0.5714285714285714,sgn,13.0,0.5,SE,0.15476821542157387,x
1000,0.5714285714285714,sgn,25.0,0.5,EP,0.16538574820326438,x
1000,0.5714285714285714,sgn,,0.5,mse,0.16022493613561392,x
1000,0.5918367346938775,sgn,15.0,0.5,SE,0.13887288481919727,x
1000,0.5918367346938775,sgn,32.0,0.5,EP,0.11794403556015855,x
1000,0.5918367346938775,sgn,,0.5,mse,0.09401077927292988,x
1000,0.6122448979591836,sgn,17.0,0.5,SE,0.12141670012359505,x
1000,0.6122448979591836,sgn,19.0,0.5,EP,0.13552733580009757,x
1000,0.6122448979591836,sgn,,0.5,mse,0.156083556153144,x
1000,0.6326530612244897,sgn,21.0,0.5,SE,0.10374719214187357,x
1000,0.6326530612244897,sgn,171.0,0.5,EP,0.01812936413692367,x
1000,0.6326530612244897,sgn,,0.5,mse,0.01898681385865054,x
1000,0.6530612244897959,sgn,27.0,0.5,SE,0.08337048394615161,x
1000,0.6530612244897959,sgn,58.0,0.5,EP,0.06799928114832596,x
1000,0.6530612244897959,sgn,,0.5,mse,0.08910725666473715,x
1000,0.673469387755102,sgn,44.0,0.5,SE,0.06002835633189579,x
1000,0.673469387755102,sgn,200.0,0.5,EP,0.02955704286086069,x
1000,0.673469387755102,sgn,,0.5,mse,0.021065390270359453,x
1000,0.6938775510204082,sgn,61.0,0.5,SE,4.217775538206857e-07,x
1000,0.6938775510204082,sgn,33.0,0.5,EP,4.915504235733938e-07,x
1000,0.6938775510204082,sgn,,0.5,mse,5.203634852169244e-07,x
1000,0.7142857142857142,sgn,32.0,0.5,SE,4.196712776756235e-07,x
1000,0.7142857142857142,sgn,34.0,0.5,EP,3.567892381654437e-07,x
1000,0.7142857142857142,sgn,,0.5,mse,3.111989785559596e-07,x
1000,0.7346938775510203,sgn,24.0,0.5,SE,4.3742600631626467e-07,x
1000,0.7346938775510203,sgn,32.0,0.5,EP,3.3308193915413883e-07,x
1000,0.7346938775510203,sgn,,0.5,mse,3.5401053101670603e-07,x
1000,0.7551020408163265,sgn,20.0,0.5,SE,2.134244687037326e-07,x
1000,0.7551020408163265,sgn,23.0,0.5,EP,2.74030072147899e-07,x
1000,0.7551020408163265,sgn,,0.5,mse,3.2236238756287977e-07,x
1000,0.7755102040816326,sgn,17.0,0.5,SE,2.0334217573385184e-07,x
1000,0.7755102040816326,sgn,21.0,0.5,EP,1.8770917694147125e-07,x
1000,0.7755102040816326,sgn,,0.5,mse,1.7245455097183788e-07,x
1000,0.7959183673469387,sgn,15.0,0.5,SE,1.3949835925133532e-07,x
1000,0.7959183673469387,sgn,15.0,0.5,EP,3.2144323972234567e-07,x
1000,0.7959183673469387,sgn,,0.5,mse,2.7993459538479615e-07,x
1000,0.8163265306122448,sgn,13.0,0.5,SE,1.5713318387964013e-07,x
1000,0.8163265306122448,sgn,13.0,0.5,EP,1.950228899571004e-07,x
1000,0.8163265306122448,sgn,,0.5,mse,2.2556415976556827e-07,x
1000,0.836734693877551,sgn,12.0,0.5,SE,7.015044272202959e-08,x
1000,0.836734693877551,sgn,12.0,0.5,EP,1.554850550145199e-07,x
1000,0.836734693877551,sgn,,0.5,mse,1.7189927144834153e-07,x
1000,0.8571428571428571,sgn,10.0,0.5,SE,2.0694406043370796e-07,x
1000,0.8571428571428571,sgn,11.0,0.5,EP,1.26309736792588e-07,x
1000,0.8571428571428571,sgn,,0.5,mse,1.1479374882709898e-07,x
1000,0.8775510204081632,sgn,9.0,0.5,SE,1.6771565323265436e-07,x
1000,0.8775510204081632,sgn,10.0,0.5,EP,3.931350710217527e-08,x
1000,0.8775510204081632,sgn,,0.5,mse,3.640276459416358e-08,x
1000,0.8979591836734693,sgn,9.0,0.5,SE,1.9230206027847678e-08,x
1000,0.8979591836734693,sgn,9.0,0.5,EP,1.707101161980959e-08,x
1000,0.8979591836734693,sgn,,0.5,mse,1.70473492307739e-08,x
1000,0.9183673469387754,sgn,8.0,0.5,SE,1.5599468861159316e-08,x
1000,0.9183673469387754,sgn,7.0,0.5,EP,8.114981129018233e-08,x
1000,0.9183673469387754,sgn,,0.5,mse,7.479642820168726e-08,x
1000,0.9387755102040816,sgn,7.0,0.5,SE,1.527906704560748e-08,x
1000,0.9387755102040816,sgn,7.0,0.5,EP,2.013868876846994e-08,x
1000,0.9387755102040816,sgn,,0.5,mse,2.2271411911047704e-08,x
1000,0.9591836734693877,sgn,6.0,0.5,SE,1.210768436690304e-08,x
1000,0.9591836734693877,sgn,6.0,0.5,EP,1.1285754835983163e-08,x
1000,0.9591836734693877,sgn,,0.5,mse,1.1646137740340879e-08,x
1000,0.9795918367346939,sgn,5.0,0.5,SE,6.708454080611735e-09,x
1000,0.9795918367346939,sgn,5.0,0.5,EP,7.868767879494639e-09,x
1000,0.9795918367346939,sgn,,0.5,mse,3.87675881178763e-09,x
1000,1.0,sgn,2.0,0.5,SE,4.5545685818085873e-10,x
1000,1.0,sgn,2.0,0.5,EP,4.80543202756749e-10,x
1000,1.0,sgn,,0.5,mse,4.139786042814228e-10,x
1000,0.02040816326530612,sgn,2.0,0.75,SE,0.7349990203397542,x
1000,0.02040816326530612,sgn,4.0,0.75,EP,0.7339246564746101,x
1000,0.02040816326530612,sgn,,0.75,mse,0.7422710125686884,x
1000,0.04081632653061224,sgn,3.0,0.75,SE,0.719992329446541,x
1000,0.04081632653061224,sgn,4.0,0.75,EP,0.719952224455412,x
1000,0.04081632653061224,sgn,,0.75,mse,0.6627272005202248,x
1000,0.061224489795918366,sgn,3.0,0.75,SE,0.7042234253431603,x
1000,0.061224489795918366,sgn,5.0,0.75,EP,0.7081392809189985,x
1000,0.061224489795918366,sgn,,0.75,mse,0.7126730341151911,x
1000,0.08163265306122448,sgn,3.0,0.75,SE,0.6891891887945659,x
1000,0.08163265306122448,sgn,5.0,0.75,EP,0.6821293599062995,x
1000,0.08163265306122448,sgn,,0.75,mse,0.6615737049829677,x
1000,0.1020408163265306,sgn,3.0,0.75,SE,0.6733815106356059,x
