a0,alpha,n_iter,prior_mean,prior_rho,v,x_id
0,0.44,6,0,0.6,0.3877030022271407,x
0,0.44,6,0,0.6,0.08988687761100135,z
0,0.46,6,0,0.6,0.37821675844413616,x
0,0.46,6,0,0.6,0.08873340390904622,z
0,0.48,6,0,0.6,0.3687607167391396,x
0,0.48,6,0,0.6,0.08755189976985861,z
0,0.5,6,0,0.6,0.3593377265992376,x
0,0.5,6,0,0.6,0.08634213389220541,z
0,0.52,7,0,0.6,0.3499505632391943,x
0,0.52,7,0,0.6,0.08510386932279124,z
0,0.54,7,0,0.6,0.34060222983849736,x
0,0.54,7,0,0.6,0.08383699069335351,z
0,0.56,7,0,0.6,0.3312955391682945,x
0,0.56,7,0,0.6,0.08254133770685773,z
0,0.58,7,0,0.6,0.3220333525353555,x
0,0.58,7,0,0.6,0.08121680602705886,z
0,0.6,7,0,0.6,0.3128185190381323,x
0,0.6,7,0,0.6,0.07986332539460567,z
0,0.62,7,0,0.6,0.303653871653437,x
0,0.62,7,0,0.6,0.07848086059093858,z
0,0.64,8,0,0.6,0.29454205163298874,x
0,0.64,8,0,0.6,0.0770693441974788,z
0,0.66,8,0,0.6,0.28548609231765626,x
0,0.66,8,0,0.6,0.07562890926699417,z
0,0.68,8,0,0.6,0.2764886410081778,x
0,0.68,8,0,0.6,0.07415958337308821,z
0,0.7000000000000001,8,0,0.6,0.2675524221514334,x
0,0.7000000000000001,8,0,0.6,0.0726614731354083,z
0,0.72,9,0,0.6,0.25867994752514106,x
0,0.72,9,0,0.6,0.0711346506024026,z
0,0.74,9,0,0.6,0.2498741339325514,x
0,0.74,9,0,0.6,0.06957939911387107,z
0,0.76,9,0,0.6,0.2411374881376608,x
0,0.76,9,0,0.6,0.06799589116692083,z
0,0.78,9,0,0.6,0.23247259362215683,x
0,0.78,9,0,0.6,0.06638438191260448,z
0,0.8,10,0,0.6,0.22388172602726178,x
0,0.8,10,0,0.6,0.06474505652237693,z
0,0.8200000000000001,10,0,0.6,0.21536777739078466,x
0,0.8200000000000001,10,0,0.6,0.06307839915950665,z
0,0.84,10,0,0.6,0.20693304520384115,x
0,0.84,10,0,0.6,0.061384710372520745,z
0,0.86,11,0,0.6,0.19857962887565606,x
0,0.86,11,0,0.6,0.05966426452952753,z
0,0.88,11,0,0.6,0.19031035741857513,x
0,0.88,11,0,0.6,0.05791768137930174,z
0,0.9,11,0,0.6,0.18212736958959108,x
0,0.9,11,0,0.6,0.05614535746829952,z
0,0.92,12,0,0.6,0.17403246905937686,x
0,0.92,12,0,0.6,0.05434760717377631,z
0,0.9400000000000001,12,0,0.6,0.16602856907541935,x
0,0.9400000000000001,12,0,0.6,0.05252524198214601,z
0,0.96,13,0,0.6,0.15811705727455197,x
0,0.96,13,0,0.6,0.05067851197449997,z
0,0.98,13,0,0.6,0.1503007483662811,x
0,0.98,13,0,0.6,0.04880829001116586,z
0,1.0,14,0,0.6,0.14258078800973883,x
0,1.0,14,0,0.6,0.046914826712181,z
0,1.02,15,0,0.6,0.1349595183152968,x
0,1.02,15,0,0.6,0.04499889968279291,z
0,1.04,15,0,0.6,0.127439079361003,x
0,1.04,15,0,0.6,0.043061249372444536,z
0,1.06,16,0,0.6,0.12002026603750925,x
0,1.06,16,0,0.6,0.04110211637076549,z
0,1.08,17,0,0.6,0.11270502958909184,x
0,1.08,17,0,0.6,0.039122243186871186,z
0,1.1,18,0,0.6,0.10549466156925065,x
0,1.1,18,0,0.6,0.03712213936980234,z
0,1.12,19,0,0.6,0.09839022109115757,x
0,1.12,19,0,0.6,0.03510224692459531,z
0,1.1400000000000001,20,0,0.6,0.09139246504574439,x
0,1.1400000000000001,20,0,0.6,0.03306290394629778,z
0,1.16,22,0,0.6,0.08450114734493207,x
0,1.16,22,0,0.6,0.031004050929873374,z
0,1.18,23,0,0.6,0.07771709947295931,x
0,1.18,23,0,0.6,0.028926054487548432,z
0,1.2,25,0,0.6,0.0710381537987997,x
0,1.2,25,0,0.6,0.026828041552252505,z
0,1.22,27,0,0.6,0.06446264956862703,x
0,1.22,27,0,0.6,0.024709282730872258,z
0,1.24,29,0,0.6,0.05798666093914651,x
0,1.24,29,0,0.6,0.02256802654013418,z
0,1.26,33,0,0.6,0.051601978032568434,x
0,1.26,33,0,0.6,0.020400602083460534,z
0,1.28,36,0,0.6,0.045299528257564316,x
0,1.28,36,0,0.6,0.018202692082512868,z
0,1.3,41,0,0.6,0.03905789250245627,x
0,1.3,41,0,0.6,0.015964430729257625,z
0,1.32,48,0,0.6,0.032842215691081894,x
0,1.32,48,0,0.6,0.013669514910050527,z
0,1.34,59,0,0.6,0.026581194931998165,x
0,1.34,59,0,0.6,0.011284761066329908,z
0,1.36,77,0,0.6,0.02010311580290378,x
0,1.36,77,0,0.6,0.008730801014387935,z
0,1.3800000000000001,133,0,0.6,0.012715051091238836,x
0,1.3800000000000001,133,0,0.6,0.005692367853868301,z
0,1.4000000000000001,160,0,0.6,4.077881974595545e-06,x
0,1.4000000000000001,160,0,0.6,2.2585222937881315e-06,z
0,1.42,96,0,0.6,3.090348977708183e-06,x
0,1.42,96,0,0.6,1.7360769463744055e-06,z
0,1.44,73,0,0.6,3.341928763049509e-06,x
0,1.44,73,0,0.6,1.8999106217726623e-06,z
0,1.46,61,0,0.6,2.837052931502994e-06,x
0,1.46,61,0,0.6,1.6346891798938868e-06,z
0,1.48,53,0,0.6,2.577546007749435e-06,x
0,1.48,53,0,0.6,1.5045581347152458e-06,z
0,1.5,47,0,0.6,2.5752480027221093e-06,x
0,1.5,47,0,0.6,1.5219770036110632e-06,z
0,1.52,43,0,0.6,2.098386629600776e-06,x
0,1.52,43,0,0.6,1.2570264252823618e-06,z
0,1.54,40,0,0.6,1.6353622898829088e-06,x
0,1.54,40,0,0.6,9.93091779086929e-07,z
0,1.56,37,0,0.6,1.6228763104624779e-06,x
0,1.56,37,0,0.6,9.977606907145186e-07,z
0,1.58,34,0,0.6,1.9685158490793e-06,x
0,1.58,34,0,0.6,1.2240431167512928e-06,z
0,1.6,32,0,0.6,1.8732356877284374e-06,x
0,1.6,32,0,0.6,1.1794492391884626e-06,z
0,1.62,31,0,0.6,1.2808098867139911e-06,x
0,1.62,31,0,0.6,8.177962096115586e-07,z
0,1.6400000000000001,29,0,0.6,1.535866969832993e-06,x
0,1.6400000000000001,29,0,0.6,9.918233695815238e-07,z
0,1.6600000000000001,28,0,0.6,1.2503048341602297e-06,x
0,1.6600000000000001,28,0,0.6,8.179912138891717e-07,z
0,1.68,27,0,0.6,1.0879598779343166e-06,x
0,1.68,27,0,0.6,7.208171263318238e-07,z
0,1.7,26,0,0.6,1.0072534218508446e-06,x
0,1.7,26,0,0.6,6.755936928920933e-07,z
0,1.72,25,0,0.6,9.900497787355327e-07,x
0,1.72,25,0,0.6,6.720586921681546e-07,z
0,1.74,24,0,0.6,1.0167351308534512e-06,x
0,1.74,24,0,0.6,6.983288567810851e-07,z
0,1.76,23,0,0.6,1.1093921944287138e-06,x
0,1.76,23,0,0.6,7.707391724965736e-07,z
0,1.78,23,0,0.6,7.0062469943932e-07,x
0,1.78,23,0,0.6,4.933165797706897e-07,z
0,1.8,22,0,0.6,8.208539872972941e-07,x
0,1.8,22,0,0.6,5.844210041071478e-07,z
0,1.82,21,0,0.6,1.0168641809063488e-06,x
0,1.82,21,0,0.6,7.318311969715648e-07,z
0,1.84,21,0,0.6,6.812459976040656e-07,x
0,1.84,21,0,0.6,4.966581325568964e-07,z
0,1.86,20,0,0.6,9.053336465206902e-07,x
0,1.86,20,0,0.6,6.669665205996832e-07,z
0,1.8800000000000001,20,0,0.6,6.29027018422778e-07,x
0,1.8800000000000001,20,0,0.6,4.692703103636788e-07,z
0,1.9000000000000001,19,0,0.6,8.827902436744436e-07,x
0,1.9000000000000001,19,0,0.6,6.6530899083497e-07,z
0,1.92,19,0,0.6,6.388150203576311e-07,x
0,1.92,19,0,0.6,4.873796999914905e-07,z
0,1.94,19,0,0.6,4.6117749145788283e-07,x
0,1.94,19,0,0.6,3.561213790972743e-07,z
0,1.96,18,0,0.6,7.047986210112294e-07,x
0,1.96,18,0,0.6,5.496072099102467e-07,z
0,1.98,18,0,0.6,5.271354633927612e-07,x
0,1.98,18,0,0.6,4.1595735078444436e-07,z
0,2.0,17,0,0.6,8.514848201852414e-07,x
0,2.0,17,0,0.6,6.782599074925216e-07,z
