N,alpha,ensemble_type,n_iter,prior_rho,source,v,x_id
1000,0.42857142857142855,gaussian,,0.75,mse,0.4457285143659882,x
1000,0.44897959183673464,gaussian,5.0,0.75,SE,0.40713923739054103,x
1000,0.44897959183673464,gaussian,8.0,0.75,EP,0.40913728329620525,x
1000,0.44897959183673464,gaussian,,0.75,mse,0.4411632909732077,x
1000,0.4693877551020408,gaussian,5.0,0.75,SE,0.3905222331648208,x
1000,0.4693877551020408,gaussian,8.0,0.75,EP,0.403552679402241,x
1000,0.4693877551020408,gaussian,,0.75,mse,0.3838973883763363,x
1000,0.4897959183673469,gaussian,5.0,0.75,SE,0.3746366447671299,x
1000,0.4897959183673469,gaussian,8.0,0.75,EP,0.36744154994917777,x
1000,0.4897959183673469,gaussian,,0.75,mse,0.31720175277727447,x
1000,0.5102040816326531,gaussian,5.0,0.75,SE,0.35789107138667714,x
1000,0.5102040816326531,gaussian,8.0,0.75,EP,0.362336083698728,x
1000,0.5102040816326531,gaussian,,0.75,mse,0.35533594185749456,x
1000,0.5306122448979591,gaussian,6.0,0.75,SE,0.34187714830916893,x
1000,0.5306122448979591,gaussian,8.0,0.75,EP,0.3329766714832572,x
1000,0.5306122448979591,gaussian,,0.75,mse,0.31081427205300555,x
1000,0.5510204081632653,gaussian,6.0,0.75,SE,0.32498964966087407,x
1000,0.5510204081632653,gaussian,8.0,0.75,EP,0.31982630777150983,x
1000,0.5510204081632653,gaussian,,0.75,mse,0.3611376386371006,x
1000,0.5714285714285714,gaussian,6.0,0.75,SE,0.30883246738979997,x
1000,0.5714285714285714,gaussian,9.0,0.75,EP,0.3041320424061127,x
1000,0.5714285714285714,gaussian,,0.75,mse,0.36878547605289635,x
1000,0.5918367346938775,gaussian,6.0,0.75,SE,0.29259806318268566,x
1000,0.5918367346938775,gaussian,10.0,0.75,EP,0.29101672348913865,x
1000,0.5918367346938775,gaussian,,0.75,mse,0.27200305725159346,x
1000,0.6122448979591836,gaussian,6.0,0.75,SE,0.27546203288946874,x
1000,0.6122448979591836,gaussian,10.0,0.75,EP,0.2780309114275951,x
1000,0.6122448979591836,gaussian,,0.75,mse,0.3040270167272458,x
1000,0.6326530612244897,gaussian,7.0,0.75,SE,0.2590482847285567,x
1000,0.6326530612244897,gaussian,11.0,0.75,EP,0.265037219594977,x
1000,0.6326530612244897,gaussian,,0.75,mse,0.2502901077367451,x
1000,0.6530612244897959,gaussian,7.0,0.75,SE,0.2417049124393916,x
1000,0.6530612244897959,gaussian,9.0,0.75,EP,0.2389917129131265,x
1000,0.6530612244897959,gaussian,,0.75,mse,0.19501128815644853,x
1000,0.673469387755102,gaussian,7.0,0.75,SE,0.22507085177413327,x
1000,0.673469387755102,gaussian,12.0,0.75,EP,0.23568448834167816,x
1000,0.673469387755102,gaussian,,0.75,mse,0.26586502436641807,x
1000,0.6938775510204082,gaussian,7.0,0.75,SE,0.20830698216144475,x
1000,0.6938775510204082,gaussian,11.0,0.75,EP,0.20552441785435302,x
1000,0.6938775510204082,gaussian,,0.75,mse,0.19255856599216625,x
1000,0.7142857142857142,gaussian,8.0,0.75,SE,0.1905419016586313,x
1000,0.7142857142857142,gaussian,12.0,0.75,EP,0.1983995346996494,x
1000,0.7142857142857142,gaussian,,0.75,mse,0.21355918814781386,x
1000,0.7346938775510203,gaussian,8.0,0.75,SE,0.17343803440287128,x
1000,0.7346938775510203,gaussian,12.0,0.75,EP,0.1722445538148581,x
1000,0.7346938775510203,gaussian,,0.75,mse,0.16976626565356379,x
1000,0.7551020408163265,gaussian,9.0,0.75,SE,0.15523937224268436,x
1000,0.7551020408163265,gaussian,11.0,0.75,EP,0.15102294713521167,x
1000,0.7551020408163265,gaussian,,0.75,mse,0.16722779385566328,x
1000,0.7755102040816326,gaussian,10.0,0.75,SE,0.1376165719021985,x
1000,0.7755102040816326,gaussian,16.0,0.75,EP,0.13612766834155446,x
1000,0.7755102040816326,gaussian,,0.75,mse,0.12145716446725728,x
1000,0.7959183673469387,gaussian,11.0,0.75,SE,0.11961405286004353,x
1000,0.7959183673469387,gaussian,18.0,0.75,EP,0.10795128415115895,x
1000,0.7959183673469387,gaussian,,0.75,mse,0.10307765602213968,x
1000,0.8163265306122448,gaussian,12.0,0.75,SE,0.1001245383642339,x
1000,0.8163265306122448,gaussian,18.0,0.75,EP,0.11069320749980162,x
1000,0.8163265306122448,gaussian,,0.75,mse,0.09516875595891225,x
1000,0.836734693877551,gaussian,15.0,0.75,SE,0.08066966596784718,x
1000,0.836734693877551,gaussian,22.0,0.75,EP,0.10251668630609122,x
1000,0.836734693877551,gaussian,,0.75,mse,0.11044728355337721,x
1000,0.8571428571428571,gaussian,21.0,0.75,SE,0.05839009452392586,x
1000,0.8571428571428571,gaussian,27.0,0.75,EP,0.057873324329757614,x
1000,0.8571428571428571,gaussian,,0.75,mse,0.06216289420929483,x
1000,0.8775510204081632,gaussian,54.0,0.75,SE,0.03061401817290295,x
1000,0.8775510204081632,gaussian,44.0,0.75,EP,0.05386736298492893,x
1000,0.8775510204081632,gaussian,,0.75,mse,0.05466916823823867,x
1000,0.8979591836734693,gaussian,26.0,0.75,SE,3.981704114576183e-07,x
1000,0.8979591836734693,gaussian,200.0,0.75,EP,0.021582076944810166,x
1000,0.8979591836734693,gaussian,,0.75,mse,0.0399946188040587,x
1000,0.9183673469387754,gaussian,16.0,0.75,SE,3.383243298535881e-07,x
1000,0.9183673469387754,gaussian,17.0,0.75,EP,1.3758452349983005e-07,x
1000,0.9183673469387754,gaussian,,0.75,mse,2.2000245050918513e-07,x
1000,0.9387755102040816,gaussian,12.0,0.75,SE,1.2754522278623203e-07,x
1000,0.9387755102040816,gaussian,12.0,0.75,EP,2.5935927833364685e-07,x
1000,0.9387755102040816,gaussian,,0.75,mse,2.1295752675896642e-07,x
1000,0.9591836734693877,gaussian,9.0,0.75,SE,6.073174261509015e-08,x
1000,0.9591836734693877,gaussian,9.0,0.75,EP,1.8320533971982608e-08,x
1000,0.9591836734693877,gaussian,,0.75,mse,1.2452971212950637e-08,x
1000,0.9795918367346939,gaussian,7.0,0.75,SE,9.289563560362866e-09,x
1000,0.9795918367346939,gaussian,7.0,0.75,EP,2.3814741757997137e-08,x
1000,0.9795918367346939,gaussian,,0.75,mse,3.9807348034407126e-08,x
1000,1.0,gaussian,2.0,0.75,SE,2.0448801338317265e-09,x
1000,1.0,gaussian,2.0,0.75,EP,1.9957377647137556e-09,x
1000,1.0,gaussian,,0.75,mse,8.653631071368393e-10,x
